"","Entity","Code","Year","waste_t","Coastal population","population"
"1","Afghanistan","AFG",1800,NA,NA,3280000
"2","Afghanistan","AFG",1820,NA,NA,3280000
"3","Afghanistan","AFG",1870,NA,NA,4207000
"4","Afghanistan","AFG",1913,NA,NA,5730000
"5","Afghanistan","AFG",1950,NA,NA,8151455
"6","Afghanistan","AFG",1951,NA,NA,8276820
"7","Afghanistan","AFG",1952,NA,NA,8407148
"8","Afghanistan","AFG",1953,NA,NA,8542906
"9","Afghanistan","AFG",1954,NA,NA,8684494
"10","Afghanistan","AFG",1955,NA,NA,8832253
"11","Afghanistan","AFG",1956,NA,NA,8986449
"12","Afghanistan","AFG",1957,NA,NA,9147286
"13","Afghanistan","AFG",1958,NA,NA,9314915
"14","Afghanistan","AFG",1959,NA,NA,9489453
"15","Afghanistan","AFG",1960,NA,NA,9671046
"16","Afghanistan","AFG",1961,NA,NA,9859928
"17","Afghanistan","AFG",1962,NA,NA,10056480
"18","Afghanistan","AFG",1963,NA,NA,10261254
"19","Afghanistan","AFG",1964,NA,NA,10474903
"20","Afghanistan","AFG",1965,NA,NA,10697983
"21","Afghanistan","AFG",1966,NA,NA,10927724
"22","Afghanistan","AFG",1967,NA,NA,11163656
"23","Afghanistan","AFG",1968,NA,NA,11411022
"24","Afghanistan","AFG",1969,NA,NA,11676990
"25","Afghanistan","AFG",1970,NA,NA,11964906
"26","Afghanistan","AFG",1971,NA,NA,12273101
"27","Afghanistan","AFG",1972,NA,NA,12593688
"28","Afghanistan","AFG",1973,NA,NA,12915499
"29","Afghanistan","AFG",1974,NA,NA,13223928
"30","Afghanistan","AFG",1975,NA,NA,13505544
"31","Afghanistan","AFG",1976,NA,NA,13766792
"32","Afghanistan","AFG",1977,NA,NA,14003408
"33","Afghanistan","AFG",1978,NA,NA,14179656
"34","Afghanistan","AFG",1979,NA,NA,14249493
"35","Afghanistan","AFG",1980,NA,NA,14185729
"36","Afghanistan","AFG",1981,NA,NA,13984092
"37","Afghanistan","AFG",1982,NA,NA,13672870
"38","Afghanistan","AFG",1983,NA,NA,13300056
"39","Afghanistan","AFG",1984,NA,NA,12931791
"40","Afghanistan","AFG",1985,NA,NA,12625292
"41","Afghanistan","AFG",1986,NA,NA,12372113
"42","Afghanistan","AFG",1987,NA,NA,12183387
"43","Afghanistan","AFG",1988,NA,NA,12156685
"44","Afghanistan","AFG",1989,NA,NA,12414686
"45","Afghanistan","AFG",1990,NA,NA,13032161
"46","Afghanistan","AFG",1991,NA,NA,14069854
"47","Afghanistan","AFG",1992,NA,NA,15472076
"48","Afghanistan","AFG",1993,NA,NA,17053213
"49","Afghanistan","AFG",1994,NA,NA,18553819
"50","Afghanistan","AFG",1995,NA,NA,19789880
"51","Afghanistan","AFG",1996,NA,NA,20684982
"52","Afghanistan","AFG",1997,NA,NA,21299350
"53","Afghanistan","AFG",1998,NA,NA,21752257
"54","Afghanistan","AFG",1999,NA,NA,22227543
"55","Afghanistan","AFG",2000,NA,NA,22856302
"56","Afghanistan","AFG",2001,NA,NA,23677385
"57","Afghanistan","AFG",2002,NA,NA,24639841
"58","Afghanistan","AFG",2003,NA,NA,25678639
"59","Afghanistan","AFG",2004,NA,NA,26693486
"60","Afghanistan","AFG",2005,NA,NA,27614718
"61","Afghanistan","AFG",2006,NA,NA,28420974
"62","Afghanistan","AFG",2007,NA,NA,29145841
"63","Afghanistan","AFG",2008,NA,NA,29839994
"64","Afghanistan","AFG",2009,NA,NA,30577756
"65","Afghanistan","AFG",2010,NA,NA,31411743
"66","Afghanistan","AFG",2011,NA,NA,32358260
"67","Afghanistan","AFG",2012,NA,NA,33397058
"68","Afghanistan","AFG",2013,NA,NA,34499915
"69","Albania","ALB",1700,NA,NA,3e+05
"70","Albania","ALB",1800,NA,NA,410445
"71","Albania","ALB",1820,NA,NA,437000
"72","Albania","ALB",1850,NA,NA,5e+05
"73","Albania","ALB",1870,NA,NA,603000
"74","Albania","ALB",1890,NA,NA,726000
"75","Albania","ALB",1900,NA,NA,8e+05
"76","Albania","ALB",1910,NA,NA,874000
"77","Albania","ALB",1913,NA,NA,898000
"78","Albania","ALB",1920,NA,NA,932000
"79","Albania","ALB",1921,NA,NA,937000
"80","Albania","ALB",1922,NA,NA,942000
"81","Albania","ALB",1923,NA,NA,947000
"82","Albania","ALB",1924,NA,NA,952000
"83","Albania","ALB",1925,NA,NA,956000
"84","Albania","ALB",1926,NA,NA,962000
"85","Albania","ALB",1927,NA,NA,967000
"86","Albania","ALB",1928,NA,NA,972000
"87","Albania","ALB",1929,NA,NA,977000
"88","Albania","ALB",1930,NA,NA,982000
"89","Albania","ALB",1931,NA,NA,988000
"90","Albania","ALB",1932,NA,NA,993000
"91","Albania","ALB",1933,NA,NA,998000
"92","Albania","ALB",1934,NA,NA,1003000
"93","Albania","ALB",1935,NA,NA,1009000
"94","Albania","ALB",1936,NA,NA,1014000
"95","Albania","ALB",1937,NA,NA,1030000
"96","Albania","ALB",1938,NA,NA,1040000
"97","Albania","ALB",1939,NA,NA,1070000
"98","Albania","ALB",1940,NA,NA,1088000
"99","Albania","ALB",1941,NA,NA,1100000
"100","Albania","ALB",1942,NA,NA,1117000
"101","Albania","ALB",1943,NA,NA,1119000
"102","Albania","ALB",1944,NA,NA,1122000
"103","Albania","ALB",1945,NA,NA,1138000
"104","Albania","ALB",1946,NA,NA,1154000
"105","Albania","ALB",1947,NA,NA,1175000
"106","Albania","ALB",1948,NA,NA,1192000
"107","Albania","ALB",1949,NA,NA,1209000
"108","Albania","ALB",1950,NA,NA,1215002
"109","Albania","ALB",1951,NA,NA,1239971
"110","Albania","ALB",1952,NA,NA,1269302
"111","Albania","ALB",1953,NA,NA,1302536
"112","Albania","ALB",1954,NA,NA,1339240
"113","Albania","ALB",1955,NA,NA,1378998
"114","Albania","ALB",1956,NA,NA,1421417
"115","Albania","ALB",1957,NA,NA,1466124
"116","Albania","ALB",1958,NA,NA,1512765
"117","Albania","ALB",1959,NA,NA,1561012
"118","Albania","ALB",1960,NA,NA,1610565
"119","Albania","ALB",1961,NA,NA,1661158
"120","Albania","ALB",1962,NA,NA,1712563
"121","Albania","ALB",1963,NA,NA,1764593
"122","Albania","ALB",1964,NA,NA,1817098
"123","Albania","ALB",1965,NA,NA,1869942
"124","Albania","ALB",1966,NA,NA,1922993
"125","Albania","ALB",1967,NA,NA,1976140
"126","Albania","ALB",1968,NA,NA,2029314
"127","Albania","ALB",1969,NA,NA,2082474
"128","Albania","ALB",1970,NA,NA,2135599
"129","Albania","ALB",1971,NA,NA,2188650
"130","Albania","ALB",1972,NA,NA,2241623
"131","Albania","ALB",1973,NA,NA,2294578
"132","Albania","ALB",1974,NA,NA,2347607
"133","Albania","ALB",1975,NA,NA,2400801
"134","Albania","ALB",1976,NA,NA,2454255
"135","Albania","ALB",1977,NA,NA,2508026
"136","Albania","ALB",1978,NA,NA,2562121
"137","Albania","ALB",1979,NA,NA,2616530
"138","Albania","ALB",1980,NA,NA,2671300
"139","Albania","ALB",1981,NA,NA,2725029
"140","Albania","ALB",1982,NA,NA,2777592
"141","Albania","ALB",1983,NA,NA,2831682
"142","Albania","ALB",1984,NA,NA,2891004
"143","Albania","ALB",1985,NA,NA,2957390
"144","Albania","ALB",1986,NA,NA,3033393
"145","Albania","ALB",1987,NA,NA,3116009
"146","Albania","ALB",1988,NA,NA,3194854
"147","Albania","ALB",1989,NA,NA,3255859
"148","Albania","ALB",1990,NA,NA,3289483
"149","Albania","ALB",1991,NA,NA,3291695
"150","Albania","ALB",1992,NA,NA,3266983
"151","Albania","ALB",1993,NA,NA,3224901
"152","Albania","ALB",1994,NA,NA,3179442
"153","Albania","ALB",1995,NA,NA,3141102
"154","Albania","ALB",1996,NA,NA,3112597
"155","Albania","ALB",1997,NA,NA,3091902
"156","Albania","ALB",1998,NA,NA,3079037
"157","Albania","ALB",1999,NA,NA,3072725
"158","Albania","ALB",2000,NA,NA,3071856
"159","Albania","ALB",2001,NA,NA,3077378
"160","Albania","ALB",2002,NA,NA,3089778
"161","Albania","ALB",2003,NA,NA,3106701
"162","Albania","ALB",2004,NA,NA,3124861
"163","Albania","ALB",2005,NA,NA,3141800
"164","Albania","ALB",2006,NA,NA,3156607
"165","Albania","ALB",2007,NA,NA,3169665
"166","Albania","ALB",2008,NA,NA,3181397
"167","Albania","ALB",2009,NA,NA,3192723
"168","Albania","ALB",2010,29705,2530533,3204284
"169","Albania","ALB",2011,NA,NA,3215988
"170","Albania","ALB",2012,NA,NA,3227373
"171","Albania","ALB",2013,NA,NA,3238316
"172","Algeria","DZA",1700,NA,NA,1750000
"173","Algeria","DZA",1800,NA,NA,2503218
"174","Algeria","DZA",1820,NA,NA,2689000
"175","Algeria","DZA",1870,NA,NA,3776000
"176","Algeria","DZA",1913,NA,NA,5497000
"177","Algeria","DZA",1950,NA,NA,8752997
"178","Algeria","DZA",1951,NA,NA,8953373
"179","Algeria","DZA",1952,NA,NA,9140990
"180","Algeria","DZA",1953,NA,NA,9326099
"181","Algeria","DZA",1954,NA,NA,9515990
"182","Algeria","DZA",1955,NA,NA,9715002
"183","Algeria","DZA",1956,NA,NA,9924347
"184","Algeria","DZA",1957,NA,NA,10142284
"185","Algeria","DZA",1958,NA,NA,10364614
"186","Algeria","DZA",1959,NA,NA,10585506
"187","Algeria","DZA",1960,NA,NA,10799997
"188","Algeria","DZA",1961,NA,NA,11006643
"189","Algeria","DZA",1962,NA,NA,11209845
"190","Algeria","DZA",1963,NA,NA,11420845
"191","Algeria","DZA",1964,NA,NA,11654905
"192","Algeria","DZA",1965,NA,NA,11923002
"193","Algeria","DZA",1966,NA,NA,12229853
"194","Algeria","DZA",1967,NA,NA,12572629
"195","Algeria","DZA",1968,NA,NA,12945462
"196","Algeria","DZA",1969,NA,NA,13338918
"197","Algeria","DZA",1970,NA,NA,13746185
"198","Algeria","DZA",1971,NA,NA,14165889
"199","Algeria","DZA",1972,NA,NA,14600659
"200","Algeria","DZA",1973,NA,NA,15052371
"201","Algeria","DZA",1974,NA,NA,15524137
"202","Algeria","DZA",1975,NA,NA,16018195
"203","Algeria","DZA",1976,NA,NA,16533323
"204","Algeria","DZA",1977,NA,NA,17068212
"205","Algeria","DZA",1978,NA,NA,17624756
"206","Algeria","DZA",1979,NA,NA,18205468
"207","Algeria","DZA",1980,NA,NA,18811199
"208","Algeria","DZA",1981,NA,NA,19442423
"209","Algeria","DZA",1982,NA,NA,20095648
"210","Algeria","DZA",1983,NA,NA,20762767
"211","Algeria","DZA",1984,NA,NA,21433070
"212","Algeria","DZA",1985,NA,NA,22098298
"213","Algeria","DZA",1986,NA,NA,22753511
"214","Algeria","DZA",1987,NA,NA,23398470
"215","Algeria","DZA",1988,NA,NA,24035237
"216","Algeria","DZA",1989,NA,NA,24668100
"217","Algeria","DZA",1990,NA,NA,25299182
"218","Algeria","DZA",1991,NA,NA,25930560
"219","Algeria","DZA",1992,NA,NA,26557969
"220","Algeria","DZA",1993,NA,NA,27169903
"221","Algeria","DZA",1994,NA,NA,27751086
"222","Algeria","DZA",1995,NA,NA,28291591
"223","Algeria","DZA",1996,NA,NA,28786855
"224","Algeria","DZA",1997,NA,NA,29242917
"225","Algeria","DZA",1998,NA,NA,29673694
"226","Algeria","DZA",1999,NA,NA,30099010
"227","Algeria","DZA",2000,NA,NA,30533827
"228","Algeria","DZA",2001,NA,NA,30982214
"229","Algeria","DZA",2002,NA,NA,31441848
"230","Algeria","DZA",2003,NA,NA,31913462
"231","Algeria","DZA",2004,NA,NA,32396048
"232","Algeria","DZA",2005,NA,NA,32888449
"233","Algeria","DZA",2006,NA,NA,33391954
"234","Algeria","DZA",2007,NA,NA,33906605
"235","Algeria","DZA",2008,NA,NA,34428028
"236","Algeria","DZA",2009,NA,NA,34950168
"237","Algeria","DZA",2010,520555,16556580,35468208
"238","Algeria","DZA",2011,NA,NA,35980193
"239","Algeria","DZA",2012,NA,NA,36485828
"240","Algeria","DZA",2013,NA,NA,36983924
"241","American Samoa","ASM",1700,NA,NA,7427
"242","American Samoa","ASM",1800,NA,NA,8170
"243","American Samoa","ASM",1850,NA,NA,8100
"244","American Samoa","ASM",1900,NA,NA,5700
"245","American Samoa","ASM",1912,NA,NA,7300
"246","American Samoa","ASM",1920,NA,NA,8100
"247","American Samoa","ASM",1930,NA,NA,10000
"248","American Samoa","ASM",1940,NA,NA,13000
"249","American Samoa","ASM",1950,NA,NA,18937
"250","American Samoa","ASM",1951,NA,NA,19287
"251","American Samoa","ASM",1952,NA,NA,19525
"252","American Samoa","ASM",1953,NA,NA,19659
"253","American Samoa","ASM",1954,NA,NA,19706
"254","American Samoa","ASM",1955,NA,NA,19688
"255","American Samoa","ASM",1956,NA,NA,19640
"256","American Samoa","ASM",1957,NA,NA,19603
"257","American Samoa","ASM",1958,NA,NA,19624
"258","American Samoa","ASM",1959,NA,NA,19757
"259","American Samoa","ASM",1960,NA,NA,20041
"260","American Samoa","ASM",1961,NA,NA,20500
"261","American Samoa","ASM",1962,NA,NA,21124
"262","American Samoa","ASM",1963,NA,NA,21870
"263","American Samoa","ASM",1964,NA,NA,22672
"264","American Samoa","ASM",1965,NA,NA,23480
"265","American Samoa","ASM",1966,NA,NA,24283
"266","American Samoa","ASM",1967,NA,NA,25087
"267","American Samoa","ASM",1968,NA,NA,25869
"268","American Samoa","ASM",1969,NA,NA,26608
"269","American Samoa","ASM",1970,NA,NA,27288
"270","American Samoa","ASM",1971,NA,NA,27907
"271","American Samoa","ASM",1972,NA,NA,28470
"272","American Samoa","ASM",1973,NA,NA,28983
"273","American Samoa","ASM",1974,NA,NA,29453
"274","American Samoa","ASM",1975,NA,NA,29897
"275","American Samoa","ASM",1976,NA,NA,30305
"276","American Samoa","ASM",1977,NA,NA,30696
"277","American Samoa","ASM",1978,NA,NA,31139
"278","American Samoa","ASM",1979,NA,NA,31727
"279","American Samoa","ASM",1980,NA,NA,32526
"280","American Samoa","ASM",1981,NA,NA,33557
"281","American Samoa","ASM",1982,NA,NA,34797
"282","American Samoa","ASM",1983,NA,NA,36203
"283","American Samoa","ASM",1984,NA,NA,37706
"284","American Samoa","ASM",1985,NA,NA,39253
"285","American Samoa","ASM",1986,NA,NA,40834
"286","American Samoa","ASM",1987,NA,NA,42446
"287","American Samoa","ASM",1988,NA,NA,44048
"288","American Samoa","ASM",1989,NA,NA,45595
"289","American Samoa","ASM",1990,NA,NA,47052
"290","American Samoa","ASM",1991,NA,NA,48402
"291","American Samoa","ASM",1992,NA,NA,49648
"292","American Samoa","ASM",1993,NA,NA,50801
"293","American Samoa","ASM",1994,NA,NA,51885
"294","American Samoa","ASM",1995,NA,NA,52919
"295","American Samoa","ASM",1996,NA,NA,53901
"296","American Samoa","ASM",1997,NA,NA,54834
"297","American Samoa","ASM",1998,NA,NA,55745
"298","American Samoa","ASM",1999,NA,NA,56667
"299","American Samoa","ASM",2000,NA,NA,57625
"300","American Samoa","ASM",2001,NA,NA,58633
"301","American Samoa","ASM",2002,NA,NA,59687
"302","American Samoa","ASM",2003,NA,NA,60774
"303","American Samoa","ASM",2004,NA,NA,61871
"304","American Samoa","ASM",2005,NA,NA,62962
"305","American Samoa","ASM",2006,NA,NA,64045
"306","American Samoa","ASM",2007,NA,NA,65130
"307","American Samoa","ASM",2008,NA,NA,66217
"308","American Samoa","ASM",2009,NA,NA,67312
"309","American Samoa","ASM",2010,NA,NA,68420
"310","American Samoa","ASM",2011,NA,NA,69543
"311","American Samoa","ASM",2012,NA,NA,70680
"312","American Samoa","ASM",2013,NA,NA,71834
"313","Andorra","AND",1800,NA,NA,2654
"314","Andorra","AND",1820,NA,NA,2654
"315","Andorra","AND",1950,NA,NA,6197
"316","Andorra","AND",1951,NA,NA,6692
"317","Andorra","AND",1952,NA,NA,7247
"318","Andorra","AND",1953,NA,NA,7856
"319","Andorra","AND",1954,NA,NA,8514
"320","Andorra","AND",1955,NA,NA,9217
"321","Andorra","AND",1956,NA,NA,9964
"322","Andorra","AND",1957,NA,NA,10754
"323","Andorra","AND",1958,NA,NA,11585
"324","Andorra","AND",1959,NA,NA,12460
"325","Andorra","AND",1960,NA,NA,13377
"326","Andorra","AND",1961,NA,NA,14337
"327","Andorra","AND",1962,NA,NA,15337
"328","Andorra","AND",1963,NA,NA,16373
"329","Andorra","AND",1964,NA,NA,17438
"330","Andorra","AND",1965,NA,NA,18529
"331","Andorra","AND",1966,NA,NA,19640
"332","Andorra","AND",1967,NA,NA,20772
"333","Andorra","AND",1968,NA,NA,21931
"334","Andorra","AND",1969,NA,NA,23127
"335","Andorra","AND",1970,NA,NA,24364
"336","Andorra","AND",1971,NA,NA,25656
"337","Andorra","AND",1972,NA,NA,26997
"338","Andorra","AND",1973,NA,NA,28357
"339","Andorra","AND",1974,NA,NA,29688
"340","Andorra","AND",1975,NA,NA,30967
"341","Andorra","AND",1976,NA,NA,32156
"342","Andorra","AND",1977,NA,NA,33279
"343","Andorra","AND",1978,NA,NA,34432
"344","Andorra","AND",1979,NA,NA,35753
"345","Andorra","AND",1980,NA,NA,37328
"346","Andorra","AND",1981,NA,NA,39226
"347","Andorra","AND",1982,NA,NA,41390
"348","Andorra","AND",1983,NA,NA,43636
"349","Andorra","AND",1984,NA,NA,45702
"350","Andorra","AND",1985,NA,NA,47414
"351","Andorra","AND",1986,NA,NA,48653
"352","Andorra","AND",1987,NA,NA,49504
"353","Andorra","AND",1988,NA,NA,50236
"354","Andorra","AND",1989,NA,NA,51241
"355","Andorra","AND",1990,NA,NA,52773
"356","Andorra","AND",1991,NA,NA,54996
"357","Andorra","AND",1992,NA,NA,57767
"358","Andorra","AND",1993,NA,NA,60670
"359","Andorra","AND",1994,NA,NA,63111
"360","Andorra","AND",1995,NA,NA,64699
"361","Andorra","AND",1996,NA,NA,65227
"362","Andorra","AND",1997,NA,NA,64905
"363","Andorra","AND",1998,NA,NA,64246
"364","Andorra","AND",1999,NA,NA,63985
"365","Andorra","AND",2000,NA,NA,64634
"366","Andorra","AND",2001,NA,NA,66390
"367","Andorra","AND",2002,NA,NA,69043
"368","Andorra","AND",2003,NA,NA,72203
"369","Andorra","AND",2004,NA,NA,75292
"370","Andorra","AND",2005,NA,NA,77888
"371","Andorra","AND",2006,NA,NA,79874
"372","Andorra","AND",2007,NA,NA,81390
"373","Andorra","AND",2008,NA,NA,82577
"374","Andorra","AND",2009,NA,NA,83677
"375","Andorra","AND",2010,NA,NA,84864
"376","Andorra","AND",2011,NA,NA,86165
"377","Andorra","AND",2012,NA,NA,87518
"378","Andorra","AND",2013,NA,NA,88909
"379","Angola","AGO",1800,NA,NA,1567028
"380","Angola","AGO",1820,NA,NA,1567028
"381","Angola","AGO",1940,NA,NA,3738000
"382","Angola","AGO",1950,NA,NA,4147509
"383","Angola","AGO",1951,NA,NA,4219332
"384","Angola","AGO",1952,NA,NA,4296534
"385","Angola","AGO",1953,NA,NA,4376947
"386","Angola","AGO",1954,NA,NA,4458962
"387","Angola","AGO",1955,NA,NA,4541519
"388","Angola","AGO",1956,NA,NA,4624143
"389","Angola","AGO",1957,NA,NA,4706909
"390","Angola","AGO",1958,NA,NA,4790376
"391","Angola","AGO",1959,NA,NA,4875462
"392","Angola","AGO",1960,NA,NA,4963068
"393","Angola","AGO",1961,NA,NA,5053693
"394","Angola","AGO",1962,NA,NA,5147083
"395","Angola","AGO",1963,NA,NA,5242084
"396","Angola","AGO",1964,NA,NA,5337063
"397","Angola","AGO",1965,NA,NA,5431135
"398","Angola","AGO",1966,NA,NA,5524090
"399","Angola","AGO",1967,NA,NA,5617242
"400","Angola","AGO",1968,NA,NA,5713156
"401","Angola","AGO",1969,NA,NA,5815282
"402","Angola","AGO",1970,NA,NA,5926333
"403","Angola","AGO",1971,NA,NA,6047736
"404","Angola","AGO",1972,NA,NA,6179685
"405","Angola","AGO",1973,NA,NA,6322194
"406","Angola","AGO",1974,NA,NA,6474796
"407","Angola","AGO",1975,NA,NA,6637419
"408","Angola","AGO",1976,NA,NA,6808850
"409","Angola","AGO",1977,NA,NA,6989988
"410","Angola","AGO",1978,NA,NA,7185188
"411","Angola","AGO",1979,NA,NA,7400231
"412","Angola","AGO",1980,NA,NA,7638420
"413","Angola","AGO",1981,NA,NA,7903368
"414","Angola","AGO",1982,NA,NA,8191774
"415","Angola","AGO",1983,NA,NA,8491682
"416","Angola","AGO",1984,NA,NA,8786652
"417","Angola","AGO",1985,NA,NA,9065562
"418","Angola","AGO",1986,NA,NA,9322550
"419","Angola","AGO",1987,NA,NA,9562796
"420","Angola","AGO",1988,NA,NA,9799680
"421","Angola","AGO",1989,NA,NA,10052567
"422","Angola","AGO",1990,NA,NA,10335052
"423","Angola","AGO",1991,NA,NA,10653515
"424","Angola","AGO",1992,NA,NA,11002910
"425","Angola","AGO",1993,NA,NA,11371750
"426","Angola","AGO",1994,NA,NA,11742960
"427","Angola","AGO",1995,NA,NA,12105105
"428","Angola","AGO",1996,NA,NA,12452725
"429","Angola","AGO",1997,NA,NA,12792237
"430","Angola","AGO",1998,NA,NA,13138265
"431","Angola","AGO",1999,NA,NA,13511575
"432","Angola","AGO",2000,NA,NA,13926373
"433","Angola","AGO",2001,NA,NA,14388244
"434","Angola","AGO",2002,NA,NA,14890474
"435","Angola","AGO",2003,NA,NA,15419943
"436","Angola","AGO",2004,NA,NA,15957460
"437","Angola","AGO",2005,NA,NA,16489021
"438","Angola","AGO",2006,NA,NA,17010366
"439","Angola","AGO",2007,NA,NA,17525367
"440","Angola","AGO",2008,NA,NA,18037964
"441","Angola","AGO",2009,NA,NA,18555115
"442","Angola","AGO",2010,62528,3790041,19081912
"443","Angola","AGO",2011,NA,NA,19618432
"444","Angola","AGO",2012,NA,NA,20162517
"445","Angola","AGO",2013,NA,NA,20714494
"446","Anguilla","AIA",1800,NA,NA,2025
"447","Anguilla","AIA",1820,NA,NA,2025
"448","Anguilla","AIA",1950,NA,NA,5121
"449","Anguilla","AIA",1951,NA,NA,5297
"450","Anguilla","AIA",1952,NA,NA,5438
"451","Anguilla","AIA",1953,NA,NA,5549
"452","Anguilla","AIA",1954,NA,NA,5635
"453","Anguilla","AIA",1955,NA,NA,5697
"454","Anguilla","AIA",1956,NA,NA,5743
"455","Anguilla","AIA",1957,NA,NA,5777
"456","Anguilla","AIA",1958,NA,NA,5805
"457","Anguilla","AIA",1959,NA,NA,5831
"458","Anguilla","AIA",1960,NA,NA,5863
"459","Anguilla","AIA",1961,NA,NA,5901
"460","Anguilla","AIA",1962,NA,NA,5948
"461","Anguilla","AIA",1963,NA,NA,6001
"462","Anguilla","AIA",1964,NA,NA,6057
"463","Anguilla","AIA",1965,NA,NA,6114
"464","Anguilla","AIA",1966,NA,NA,6171
"465","Anguilla","AIA",1967,NA,NA,6228
"466","Anguilla","AIA",1968,NA,NA,6287
"467","Anguilla","AIA",1969,NA,NA,6344
"468","Anguilla","AIA",1970,NA,NA,6400
"469","Anguilla","AIA",1971,NA,NA,6454
"470","Anguilla","AIA",1972,NA,NA,6506
"471","Anguilla","AIA",1973,NA,NA,6554
"472","Anguilla","AIA",1974,NA,NA,6596
"473","Anguilla","AIA",1975,NA,NA,6630
"474","Anguilla","AIA",1976,NA,NA,6662
"475","Anguilla","AIA",1977,NA,NA,6691
"476","Anguilla","AIA",1978,NA,NA,6713
"477","Anguilla","AIA",1979,NA,NA,6716
"478","Anguilla","AIA",1980,NA,NA,6698
"479","Anguilla","AIA",1981,NA,NA,6651
"480","Anguilla","AIA",1982,NA,NA,6586
"481","Anguilla","AIA",1983,NA,NA,6536
"482","Anguilla","AIA",1984,NA,NA,6551
"483","Anguilla","AIA",1985,NA,NA,6661
"484","Anguilla","AIA",1986,NA,NA,6881
"485","Anguilla","AIA",1987,NA,NA,7197
"486","Anguilla","AIA",1988,NA,NA,7575
"487","Anguilla","AIA",1989,NA,NA,7964
"488","Anguilla","AIA",1990,NA,NA,8332
"489","Anguilla","AIA",1991,NA,NA,8669
"490","Anguilla","AIA",1992,NA,NA,8985
"491","Anguilla","AIA",1993,NA,NA,9277
"492","Anguilla","AIA",1994,NA,NA,9549
"493","Anguilla","AIA",1995,NA,NA,9805
"494","Anguilla","AIA",1996,NA,NA,10036
"495","Anguilla","AIA",1997,NA,NA,10244
"496","Anguilla","AIA",1998,NA,NA,10461
"497","Anguilla","AIA",1999,NA,NA,10727
"498","Anguilla","AIA",2000,NA,NA,11068
"499","Anguilla","AIA",2001,NA,NA,11498
"500","Anguilla","AIA",2002,NA,NA,12003
"501","Anguilla","AIA",2003,NA,NA,12548
"502","Anguilla","AIA",2004,NA,NA,13083
"503","Anguilla","AIA",2005,NA,NA,13574
"504","Anguilla","AIA",2006,NA,NA,14008
"505","Anguilla","AIA",2007,NA,NA,14393
"506","Anguilla","AIA",2008,NA,NA,14737
"507","Anguilla","AIA",2009,NA,NA,15055
"508","Anguilla","AIA",2010,52,14561,15358
"509","Anguilla","AIA",2011,NA,NA,15645
"510","Anguilla","AIA",2012,NA,NA,15911
"511","Anguilla","AIA",2013,NA,NA,16158
"512","Antigua and Barbuda","ATG",1800,NA,NA,37000
"513","Antigua and Barbuda","ATG",1851,NA,NA,37000
"514","Antigua and Barbuda","ATG",1861,NA,NA,37000
"515","Antigua and Barbuda","ATG",1871,NA,NA,35000
"516","Antigua and Barbuda","ATG",1881,NA,NA,35000
"517","Antigua and Barbuda","ATG",1891,NA,NA,37000
"518","Antigua and Barbuda","ATG",1901,NA,NA,35000
"519","Antigua and Barbuda","ATG",1911,NA,NA,32000
"520","Antigua and Barbuda","ATG",1921,NA,NA,30000
"521","Antigua and Barbuda","ATG",1946,NA,NA,42000
"522","Antigua and Barbuda","ATG",1950,NA,NA,46301
"523","Antigua and Barbuda","ATG",1951,NA,NA,48316
"524","Antigua and Barbuda","ATG",1952,NA,NA,49906
"525","Antigua and Barbuda","ATG",1953,NA,NA,51117
"526","Antigua and Barbuda","ATG",1954,NA,NA,52002
"527","Antigua and Barbuda","ATG",1955,NA,NA,52625
"528","Antigua and Barbuda","ATG",1956,NA,NA,53061
"529","Antigua and Barbuda","ATG",1957,NA,NA,53393
"530","Antigua and Barbuda","ATG",1958,NA,NA,53711
"531","Antigua and Barbuda","ATG",1959,NA,NA,54107
"532","Antigua and Barbuda","ATG",1960,NA,NA,54657
"533","Antigua and Barbuda","ATG",1961,NA,NA,55408
"534","Antigua and Barbuda","ATG",1962,NA,NA,56362
"535","Antigua and Barbuda","ATG",1963,NA,NA,57472
"536","Antigua and Barbuda","ATG",1964,NA,NA,58653
"537","Antigua and Barbuda","ATG",1965,NA,NA,59844
"538","Antigua and Barbuda","ATG",1966,NA,NA,61032
"539","Antigua and Barbuda","ATG",1967,NA,NA,62226
"540","Antigua and Barbuda","ATG",1968,NA,NA,63401
"541","Antigua and Barbuda","ATG",1969,NA,NA,64528
"542","Antigua and Barbuda","ATG",1970,NA,NA,65587
"543","Antigua and Barbuda","ATG",1971,NA,NA,66554
"544","Antigua and Barbuda","ATG",1972,NA,NA,67419
"545","Antigua and Barbuda","ATG",1973,NA,NA,68182
"546","Antigua and Barbuda","ATG",1974,NA,NA,68848
"547","Antigua and Barbuda","ATG",1975,NA,NA,69420
"548","Antigua and Barbuda","ATG",1976,NA,NA,69910
"549","Antigua and Barbuda","ATG",1977,NA,NA,70301
"550","Antigua and Barbuda","ATG",1978,NA,NA,70533
"551","Antigua and Barbuda","ATG",1979,NA,NA,70525
"552","Antigua and Barbuda","ATG",1980,NA,NA,70228
"553","Antigua and Barbuda","ATG",1981,NA,NA,69639
"554","Antigua and Barbuda","ATG",1982,NA,NA,68803
"555","Antigua and Barbuda","ATG",1983,NA,NA,67792
"556","Antigua and Barbuda","ATG",1984,NA,NA,66701
"557","Antigua and Barbuda","ATG",1985,NA,NA,65614
