station_id,external_id,name,short_name,lat,lon,rental_methods,capacity,electric_bike_surcharge_waiver,is_charging,eightd_has_key_dispenser,eightd_station_services,has_kiosk
97,0b1093c6-08f3-11e7-a1cb-3863bb33a4e4,Logan / Fullum,6108,45.52836601591233,-73.55117082595825,"['CREDITCARD', 'KEY']",19,False,False,False,,True
98,0b1094fe-08f3-11e7-a1cb-3863bb33a4e4,Parc Plage,6109,45.50265866521738,-73.52753520011902,"['CREDITCARD', 'KEY']",19,False,False,False,,True
99,0b10961a-08f3-11e7-a1cb-3863bb33a4e4,Poupart / Ste-Catherine,6110,45.52900206660643,-73.54619935154915,"['CREDITCARD', 'KEY']",19,False,False,False,,True
100,0b10972e-08f3-11e7-a1cb-3863bb33a4e4,Ste-Catherine / Parthenais,6111,45.526179830406086,-73.54922890663147,"['CREDITCARD', 'KEY']",23,False,False,False,,True
101,0b10983d-08f3-11e7-a1cb-3863bb33a4e4,Montcalm / de Maisonneuve,6112,45.519131967116216,-73.55788965214742,"['CREDITCARD', 'KEY']",19,False,False,False,,True
102,0b10994d-08f3-11e7-a1cb-3863bb33a4e4,Alexandre-DeSève / Ste-Catherine,6113,45.52123044585842,-73.55386108160019,"['CREDITCARD', 'KEY']",19,False,False,False,,True
103,0b109fc4-08f3-11e7-a1cb-3863bb33a4e4,Métro Papineau (Cartier / Ste-Catherine),6114,45.52353,-73.55199,"['CREDITCARD', 'KEY']",25,False,False,False,,True
104,0b10a104-08f3-11e7-a1cb-3863bb33a4e4,Parc Benny (Benny / de Monkland),6115,45.46693565237702,-73.63153114914894,"['CREDITCARD', 'KEY']",23,False,False,False,,True
105,0b10c307-08f3-11e7-a1cb-3863bb33a4e4,Plessis / Ontario,6116,45.52349210923463,-73.56073021888733,"['CREDITCARD', 'KEY']",15,False,False,False,,True
106,0b10c45c-08f3-11e7-a1cb-3863bb33a4e4,de Maisonneuve / Aylmer (est),6117,45.50538591756765,-73.5704317688942,"['CREDITCARD', 'KEY']",21,False,False,False,,True
107,0b10c672-08f3-11e7-a1cb-3863bb33a4e4,Alexandre-DeSève  / Ontario,6118,45.52435882510794,-73.56053441762924,"['CREDITCARD', 'KEY']",23,False,False,False,,True
108,0b10c7b5-08f3-11e7-a1cb-3863bb33a4e4,Dorion / Ontario,6119,45.526991277453526,-73.55821162462234,"['CREDITCARD', 'KEY']",35,False,False,False,,True
109,0b10ce21-08f3-11e7-a1cb-3863bb33a4e4,Métro Frontenac (Ontario / du Havre),6120,45.533705987798946,-73.55217933654784,"['CREDITCARD', 'KEY']",23,False,False,False,,True
110,0b10cf42-08f3-11e7-a1cb-3863bb33a4e4,du Havre / de Rouen,6121,45.53456256501449,-73.55478646466509,"['CREDITCARD', 'KEY']",27,False,False,False,,True
111,0b10d04a-08f3-11e7-a1cb-3863bb33a4e4,Logan / d'Iberville,6122,45.53061161207863,-73.54911457747221,"['CREDITCARD', 'KEY']",19,False,False,False,,True
112,0b10d150-08f3-11e7-a1cb-3863bb33a4e4,la Fontaine / Alexandre-de-Sève,6123,45.52330366033427,-73.55799973011017,"['CREDITCARD', 'KEY']",19,False,False,False,,True
113,0b10d266-08f3-11e7-a1cb-3863bb33a4e4,Poupart / Ontario,6124,45.531836726498305,-73.55348825454712,"['CREDITCARD', 'KEY']",15,False,False,False,,True
114,0b10d370-08f3-11e7-a1cb-3863bb33a4e4,de la Peltrie / de la Côte-des-Neiges,6125,45.499797390231926,-73.6301752924919,"['CREDITCARD', 'KEY']",31,False,False,False,,True
115,0b10d842-08f3-11e7-a1cb-3863bb33a4e4,Fullum / de Rouen,6126,45.5321322155395,-73.55876013636589,"['CREDITCARD', 'KEY']",27,False,False,False,,True
116,0b10d956-08f3-11e7-a1cb-3863bb33a4e4,Henri-Julien / de Castelnau,6127,45.53789110878484,-73.6182153224945,"['CREDITCARD', 'KEY']",23,False,False,False,,True
