date,start_station_code,total_count,member_count,non_member_count
2017-08-31,5002,66,40,26
2017-08-31,5003,60,52,8
2017-08-31,5004,78,59,19
2017-08-31,5005,99,61,38
2017-08-31,5006,154,107,47
2017-08-31,5007,413,275,138
2017-08-31,6001,1583,963,620
2017-08-31,6002,1004,773,231
2017-08-31,6003,1242,922,320
2017-08-31,6004,1034,484,550
2017-08-31,6005,1127,802,325
2017-08-31,6006,681,569,112
2017-08-31,6007,1433,924,509
2017-08-31,6008,2218,1680,538
2017-08-31,6009,2190,1248,942
2017-08-31,6011,1183,970,213
2017-08-31,6012,4845,3435,1410
2017-08-31,6013,1024,716,308
2017-08-31,6014,1160,731,429
2017-08-31,6015,7635,5705,1930
2017-08-31,6016,304,198,106
2017-08-31,6017,830,683,147
2017-08-31,6018,1847,1452,395
2017-08-31,6019,3108,2513,595
2017-08-31,6020,2321,1783,538
2017-08-31,6021,2682,2174,508
2017-08-31,6022,1331,1177,154
2017-08-31,6023,4635,2250,2385
2017-08-31,6024,503,394,109
2017-08-31,6025,1386,692,694
2017-08-31,6026,5768,1744,4024
2017-08-31,6027,2876,2394,482
2017-08-31,6029,784,688,96
2017-08-31,6031,1355,830,525
2017-08-31,6032,2664,1403,1261
2017-08-31,6033,511,426,85
2017-08-31,6034,3095,2190,905
2017-08-31,6035,752,542,210
2017-08-31,6036,5426,2078,3348
2017-08-31,6037,1641,985,656
2017-08-31,6038,2180,1602,578
2017-08-31,6039,2367,1756,611
2017-08-31,6040,1616,1069,547
2017-08-31,6041,2425,2007,418
2017-08-31,6042,2518,2235,283
2017-08-31,6043,2347,1897,450
2017-08-31,6044,3048,2606,442
2017-08-31,6046,3005,2562,443
2017-08-31,6047,1690,1402,288
2017-08-31,6048,1353,1202,151
2017-08-31,6049,1993,1717,276
2017-08-31,6050,4906,1967,2939
2017-08-31,6051,532,478,54
2017-08-31,6052,5675,3333,2342
2017-08-31,6053,1299,1185,114
2017-08-31,6057,2817,2361,456
2017-08-31,6058,1458,1119,339
2017-08-31,6059,1900,1399,501
2017-08-31,6060,1870,1524,346
2017-08-31,6061,4222,3413,809
2017-08-31,6062,1831,1196,635
2017-08-31,6063,3342,2585,757
2017-08-31,6064,6829,5629,1200
2017-08-31,6065,2751,2054,697
2017-08-31,6066,1514,1172,342
2017-08-31,6067,3884,3328,556
2017-08-31,6068,2001,1448,553
2017-08-31,6070,4453,3655,798
2017-08-31,6072,2706,2206,500
2017-08-31,6073,3323,2751,572
2017-08-31,6075,1210,799,411
2017-08-31,6076,330,289,41
2017-08-31,6078,6562,5313,1249
2017-08-31,6079,2292,1744,548
2017-08-31,6080,1448,1195,253
2017-08-31,6081,2120,1564,556
2017-08-31,6082,669,619,50
2017-08-31,6083,3024,2258,766
2017-08-31,6084,1280,1083,197
2017-08-31,6085,1944,1570,374
2017-08-31,6086,874,698,176
2017-08-31,6087,2303,1927,376
2017-08-31,6088,1539,1179,360
2017-08-31,6089,1025,917,108
2017-08-31,6090,1432,1173,259
2017-08-31,6091,1447,1121,326
2017-08-31,6092,2183,1578,605
2017-08-31,6093,1234,1007,227
2017-08-31,6094,1327,1210,117
2017-08-31,6095,3167,2587,580
2017-08-31,6096,928,754,174
2017-08-31,6097,2499,2155,344
2017-08-31,6098,2107,1499,608
2017-08-31,6099,469,268,201
2017-08-31,6100,9804,7986,1818
2017-08-31,6101,1049,912,137
2017-08-31,6102,922,815,107
2017-08-31,6103,685,587,98
2017-08-31,6104,2059,1692,367
2017-08-31,6105,870,681,189
2017-08-31,6106,678,399,279
2017-08-31,6107,3105,2398,707
2017-08-31,6108,1343,1168,175
2017-08-31,6109,691,112,579
2017-08-31,6110,536,414,122
2017-08-31,6111,1416,1088,328
2017-08-31,6112,3923,3190,733
2017-08-31,6113,2503,2002,501
2017-08-31,6114,4520,3367,1153
2017-08-31,6115,691,588,103
2017-08-31,6116,2036,1668,368
2017-08-31,6117,1124,937,187
2017-08-31,6118,2928,2452,476
2017-08-31,6119,1423,1169,254
2017-08-31,6120,1516,1344,172
2017-08-31,6121,827,724,103
2017-08-31,6122,469,382,87
2017-08-31,6123,1018,804,214
2017-08-31,6124,1489,1229,260
2017-08-31,6125,614,502,112
2017-08-31,6126,1485,1271,214
2017-08-31,6127,1644,1387,257
2017-08-31,6128,502,385,117
2017-08-31,6129,2005,1677,328
2017-08-31,6130,988,825,163
2017-08-31,6131,2505,2061,444
2017-08-31,6132,89,76,13
2017-08-31,6133,1693,1397,296
2017-08-31,6134,1208,983,225
2017-08-31,6136,6345,5598,747
2017-08-31,6137,2483,2096,387
2017-08-31,6138,1180,1039,141
2017-08-31,6139,1257,1122,135
2017-08-31,6140,2681,2322,359
2017-08-31,6141,2013,1583,430
2017-08-31,6142,3142,2269,873
2017-08-31,6143,3637,2482,1155
2017-08-31,6145,2381,1561,820
2017-08-31,6146,1844,1315,529
2017-08-31,6147,2967,2569,398
2017-08-31,6148,4000,3422,578
2017-08-31,6149,1340,1117,223
2017-08-31,6150,2100,1814,286
2017-08-31,6151,2459,2069,390
2017-08-31,6152,2928,2446,482
2017-08-31,6153,1237,1058,179
2017-08-31,6154,5002,4348,654
2017-08-31,6155,4058,3385,673
2017-08-31,6156,2189,1913,276
2017-08-31,6157,3798,2944,854
2017-08-31,6158,2117,1876,241
2017-08-31,6159,2101,1814,287
2017-08-31,6160,1878,1617,261
2017-08-31,6161,1503,1346,157
2017-08-31,6162,730,649,81
2017-08-31,6163,3306,2776,530
2017-08-31,6164,3206,2745,461
2017-08-31,6165,2721,2123,598
2017-08-31,6166,1236,1071,165
2017-08-31,6167,1251,1091,160
2017-08-31,6168,1471,1336,135
2017-08-31,6169,4378,3563,815
2017-08-31,6170,2689,2213,476
2017-08-31,6171,1140,949,191
2017-08-31,6173,3609,2894,715
2017-08-31,6174,2966,2336,630
2017-08-31,6175,3251,2793,458
2017-08-31,6176,2459,2013,446
2017-08-31,6177,2622,1840,782
2017-08-31,6178,3388,2587,801
2017-08-31,6179,2798,2192,606
2017-08-31,6180,2331,1586,745
2017-08-31,6181,4119,3168,951
2017-08-31,6182,1793,1335,458
2017-08-31,6183,2898,2220,678
2017-08-31,6184,7212,5842,1370
2017-08-31,6185,530,468,62
2017-08-31,6186,1937,1645,292
2017-08-31,6187,3607,2856,751
2017-08-31,6188,1833,1537,296
2017-08-31,6189,555,462,93
2017-08-31,6190,3314,2934,380
2017-08-31,6191,1777,1221,556
2017-08-31,6192,1415,1294,121
2017-08-31,6193,3129,2443,686
2017-08-31,6194,2132,1790,342
2017-08-31,6195,2312,1981,331
2017-08-31,6196,3492,2594,898
2017-08-31,6197,317,280,37
2017-08-31,6198,791,659,132
2017-08-31,6199,4181,3148,1033
2017-08-31,6200,2458,2235,223
2017-08-31,6201,2240,1877,363
2017-08-31,6202,3533,2845,688
2017-08-31,6203,1184,880,304
2017-08-31,6204,2779,2173,606
2017-08-31,6205,2762,2126,636
2017-08-31,6206,3975,3130,845
2017-08-31,6207,1446,1261,185
2017-08-31,6208,1802,1357,445
2017-08-31,6209,3960,3084,876
2017-08-31,6210,905,799,106
2017-08-31,6211,4332,3130,1202
2017-08-31,6212,1682,1271,411
2017-08-31,6213,3220,2382,838
2017-08-31,6214,5959,4627,1332
2017-08-31,6215,2310,1998,312
2017-08-31,6216,5657,3422,2235
2017-08-31,6217,2487,1979,508
2017-08-31,6218,1825,1444,381
2017-08-31,6219,1693,1409,284
2017-08-31,6220,2844,2327,517
2017-08-31,6221,6678,5328,1350
2017-08-31,6222,1499,1117,382
2017-08-31,6223,3405,2350,1055
2017-08-31,6224,2356,1809,547
2017-08-31,6225,1864,1521,343
2017-08-31,6226,741,674,67
2017-08-31,6227,3834,3045,789
2017-08-31,6228,532,376,156
2017-08-31,6229,2164,1765,399
2017-08-31,6230,1786,1215,571
2017-08-31,6231,3021,2232,789
2017-08-31,6232,1237,1026,211
2017-08-31,6233,3550,2468,1082
2017-08-31,6234,2779,2025,754
2017-08-31,6235,3331,2884,447
2017-08-31,6236,2062,1726,336
2017-08-31,6237,1314,1111,203
2017-08-31,6240,671,539,132
2017-08-31,6241,243,153,90
2017-08-31,6243,2252,1819,433
2017-08-31,6245,1213,1010,203
2017-08-31,6246,1569,1338,231
2017-08-31,6247,2254,1698,556
2017-08-31,6248,4548,3521,1027
2017-08-31,6249,1517,1266,251
2017-08-31,6250,2972,2090,882
2017-08-31,6251,789,584,205
2017-08-31,6252,1333,1029,304
2017-08-31,6253,1722,1484,238
2017-08-31,6254,1424,1148,276
2017-08-31,6255,1221,994,227
2017-08-31,6257,1222,1019,203
2017-08-31,6258,1822,1440,382
2017-08-31,6259,1131,875,256
2017-08-31,6260,1257,1016,241
2017-08-31,6261,1165,1025,140
2017-08-31,6262,1380,1177,203
2017-08-31,6263,568,504,64
2017-08-31,6264,897,722,175
2017-08-31,6265,1013,894,119
2017-08-31,6266,723,636,87
2017-08-31,6267,1618,1337,281
2017-08-31,6268,1261,1062,199
2017-08-31,6269,364,312,52
2017-08-31,6270,952,840,112
2017-08-31,6271,2089,1682,407
2017-08-31,6272,606,533,73
2017-08-31,6273,798,697,101
2017-08-31,6274,1316,1158,158
2017-08-31,6275,899,776,123
2017-08-31,6276,938,829,109
2017-08-31,6277,753,642,111
2017-08-31,6278,519,460,59
2017-08-31,6279,493,445,48
2017-08-31,6280,2492,1900,592
2017-08-31,6281,1372,1194,178
2017-08-31,6301,657,530,127
2017-08-31,6302,724,546,178
2017-08-31,6303,530,387,143
2017-08-31,6304,419,319,100
2017-08-31,6305,551,449,102
2017-08-31,6306,1782,1497,285
2017-08-31,6307,2282,1768,514
2017-08-31,6309,685,595,90
2017-08-31,6310,2003,1676,327
2017-08-31,6311,1052,877,175
2017-08-31,6312,649,530,119
2017-08-31,6313,775,561,214
2017-08-31,6314,1593,1355,238
2017-08-31,6315,629,458,171
2017-08-31,6316,2373,1809,564
2017-08-31,6321,2880,2243,637
