date,start_station_code,total_count,member_count,non_member_count
2014-10-31,5002,15,13,2
2014-10-31,5003,28,28,0
2014-10-31,5004,16,11,5
2014-10-31,5005,61,58,3
2014-10-31,5006,46,44,2
2014-10-31,5007,203,191,12
2014-10-31,6001,702,564,138
2014-10-31,6002,256,240,16
2014-10-31,6003,194,182,12
2014-10-31,6005,1,1,0
2014-10-31,6006,180,155,25
2014-10-31,6007,563,502,61
2014-10-31,6008,740,692,48
2014-10-31,6009,1773,1599,174
2014-10-31,6011,581,556,25
2014-10-31,6012,2371,2098,273
2014-10-31,6013,873,805,68
2014-10-31,6014,1165,1031,134
2014-10-31,6015,1870,1709,161
2014-10-31,6017,258,245,13
2014-10-31,6018,1006,929,77
2014-10-31,6019,1443,1340,103
2014-10-31,6020,316,297,19
2014-10-31,6021,1222,1158,64
2014-10-31,6022,617,606,11
2014-10-31,6023,689,483,206
2014-10-31,6024,412,404,8
2014-10-31,6025,328,265,63
2014-10-31,6026,783,271,512
2014-10-31,6027,492,479,13
2014-10-31,6029,279,271,8
2014-10-31,6031,493,395,98
2014-10-31,6032,943,718,225
2014-10-31,6033,97,94,3
2014-10-31,6034,2073,1849,224
2014-10-31,6035,472,403,69
2014-10-31,6036,756,485,271
2014-10-31,6037,532,425,107
2014-10-31,6038,892,808,84
2014-10-31,6039,857,740,117
2014-10-31,6040,679,570,109
2014-10-31,6041,1164,1119,45
2014-10-31,6042,1017,948,69
2014-10-31,6043,1211,1152,59
2014-10-31,6044,1459,1414,45
2014-10-31,6046,1353,1285,68
2014-10-31,6047,1351,1303,48
2014-10-31,6048,902,863,39
2014-10-31,6049,1100,1083,17
2014-10-31,6050,741,432,309
2014-10-31,6051,74,15,59
2014-10-31,6052,1251,1087,164
2014-10-31,6053,685,658,27
2014-10-31,6057,995,967,28
2014-10-31,6058,756,706,50
2014-10-31,6059,1388,1231,157
2014-10-31,6060,934,874,60
2014-10-31,6061,1461,1343,118
2014-10-31,6062,824,734,90
2014-10-31,6063,1319,1212,107
2014-10-31,6064,3260,3048,212
2014-10-31,6065,1011,944,67
2014-10-31,6066,907,856,51
