date,start_station_code,total_count,member_count,non_member_count
2014-04-30,5002,10,9,1
2014-04-30,5004,9,7,2
2014-04-30,5005,11,8,3
2014-04-30,5006,13,12,1
2014-04-30,5007,48,44,4
2014-04-30,6001,272,188,84
2014-04-30,6002,131,110,21
2014-04-30,6003,37,32,5
2014-04-30,6004,236,183,53
2014-04-30,6006,34,29,5
2014-04-30,6007,159,142,17
2014-04-30,6008,296,276,20
2014-04-30,6009,531,440,91
2014-04-30,6011,229,216,13
2014-04-30,6012,754,645,109
2014-04-30,6013,214,197,17
2014-04-30,6014,421,348,73
2014-04-30,6015,733,663,70
2014-04-30,6016,382,352,30
2014-04-30,6017,56,51,5
2014-04-30,6018,316,293,23
2014-04-30,6019,399,366,33
2014-04-30,6020,374,354,20
2014-04-30,6021,459,408,51
2014-04-30,6022,171,163,8
2014-04-30,6023,145,101,44
2014-04-30,6024,386,343,43
2014-04-30,6025,153,116,37
2014-04-30,6026,202,87,115
2014-04-30,6027,277,255,22
2014-04-30,6029,78,78,0
2014-04-30,6031,194,155,39
2014-04-30,6032,423,341,82
2014-04-30,6033,70,68,2
2014-04-30,6034,707,612,95
2014-04-30,6035,247,233,14
2014-04-30,6036,455,233,222
2014-04-30,6037,228,186,42
2014-04-30,6038,309,260,49
2014-04-30,6039,391,340,51
2014-04-30,6040,99,83,16
2014-04-30,6041,395,361,34
2014-04-30,6042,326,312,14
2014-04-30,6043,430,387,43
2014-04-30,6044,158,144,14
2014-04-30,6046,392,376,16
2014-04-30,6047,529,480,49
2014-04-30,6048,270,266,4
2014-04-30,6049,381,372,9
2014-04-30,6050,369,214,155
2014-04-30,6052,397,314,83
2014-04-30,6053,217,206,11
2014-04-30,6057,304,280,24
2014-04-30,6058,231,205,26
2014-04-30,6059,511,445,66
2014-04-30,6060,369,351,18
2014-04-30,6061,553,497,56
2014-04-30,6062,235,202,33
2014-04-30,6063,460,416,44
2014-04-30,6064,1138,1008,130
2014-04-30,6065,366,328,38
2014-04-30,6066,200,186,14
2014-04-30,6067,573,531,42
2014-04-30,6068,563,504,59
2014-04-30,6070,519,451,68
2014-04-30,6073,477,437,40
