date,start_station_code,total_count,member_count,non_member_count
2014-08-31,5002,48,31,17
2014-08-31,5003,68,48,20
2014-08-31,5004,31,23,8
2014-08-31,5005,74,52,22
2014-08-31,5006,68,49,19
2014-08-31,5007,353,275,78
2014-08-31,6001,1642,923,719
2014-08-31,6002,675,639,36
2014-08-31,6003,486,432,54
2014-08-31,6004,1592,1087,505
2014-08-31,6005,2,2,0
2014-08-31,6006,421,240,181
2014-08-31,6007,985,658,327
2014-08-31,6008,1050,784,266
2014-08-31,6009,2964,2150,814
2014-08-31,6011,722,659,63
2014-08-31,6012,3913,2941,972
2014-08-31,6013,882,704,178
2014-08-31,6014,2208,1572,636
2014-08-31,6015,3172,2485,687
2014-08-31,6017,482,429,53
2014-08-31,6018,1366,1161,205
2014-08-31,6019,2076,1752,324
2014-08-31,6020,1928,1553,375
2014-08-31,6021,1744,1467,277
2014-08-31,6022,869,794,75
2014-08-31,6023,2090,1013,1077
2014-08-31,6024,600,561,39
2014-08-31,6025,825,427,398
2014-08-31,6026,3878,1216,2662
2014-08-31,6027,820,691,129
2014-08-31,6029,592,540,52
2014-08-31,6031,1213,756,457
2014-08-31,6032,2245,1289,956
2014-08-31,6033,196,174,22
2014-08-31,6034,3372,2567,805
2014-08-31,6035,852,602,250
2014-08-31,6036,2641,1165,1476
2014-08-31,6037,1083,692,391
2014-08-31,6038,1640,1294,346
2014-08-31,6039,1736,1283,453
2014-08-31,6040,1037,724,313
2014-08-31,6041,1700,1440,260
2014-08-31,6042,1359,1124,235
2014-08-31,6043,1604,1487,117
2014-08-31,6044,2087,1923,164
2014-08-31,6046,1884,1780,104
2014-08-31,6047,1489,1338,151
2014-08-31,6048,991,922,69
2014-08-31,6049,1237,1195,42
2014-08-31,6050,2601,1219,1382
2014-08-31,6051,819,277,542
2014-08-31,6052,3049,2069,980
2014-08-31,6053,865,755,110
2014-08-31,6057,1495,1307,188
2014-08-31,6058,1342,1029,313
2014-08-31,6059,2353,1827,526
2014-08-31,6060,1580,1247,333
2014-08-31,6061,2490,1956,534
2014-08-31,6062,1413,1066,347
2014-08-31,6063,2368,1958,410
2014-08-31,6064,5818,4856,962
2014-08-31,6065,1556,1240,316
2014-08-31,6066,1377,1312,65
2014-08-31,6067,1394,1227,167
2014-08-31,6068,2030,1639,391
2014-08-31,6070,3233,2827,406
2014-08-31,6072,801,683,118
2014-08-31,6073,2642,2274,368
2014-08-31,6075,1192,921,271
2014-08-31,6076,248,213,35
2014-08-31,6078,5530,4642,888
2014-08-31,6079,1437,1224,213
2014-08-31,6080,781,574,207
2014-08-31,6081,887,790,97
2014-08-31,6082,346,325,21
2014-08-31,6083,2672,2044,628
2014-08-31,6084,1205,1120,85
2014-08-31,6085,1641,1371,270
2014-08-31,6086,1391,1050,341
2014-08-31,6087,1731,1496,235
2014-08-31,6088,984,844,140
2014-08-31,6089,535,464,71
2014-08-31,6090,713,647,66
2014-08-31,6091,583,527,56
2014-08-31,6092,855,651,204
2014-08-31,6093,710,595,115
2014-08-31,6094,2166,2020,146
2014-08-31,6095,2453,2039,414
2014-08-31,6096,443,408,35
2014-08-31,6097,2732,2419,313
2014-08-31,6098,1237,974,263
2014-08-31,6099,2182,1758,424
2014-08-31,6100,4652,4154,498
2014-08-31,6101,640,600,40
2014-08-31,6102,1169,1092,77
2014-08-31,6103,468,422,46
2014-08-31,6104,1920,1651,269
2014-08-31,6105,1129,964,165
2014-08-31,6106,970,751,219
2014-08-31,6107,3190,2714,476
2014-08-31,6108,431,391,40
2014-08-31,6109,527,406,121
2014-08-31,6110,709,662,47
2014-08-31,6111,901,803,98
2014-08-31,6112,1848,1648,200
2014-08-31,6113,1771,1542,229
2014-08-31,6114,2891,2349,542
2014-08-31,6115,396,354,42
2014-08-31,6116,1444,1281,163
2014-08-31,6117,1089,1007,82
2014-08-31,6118,1740,1564,176
2014-08-31,6119,1333,1155,178
2014-08-31,6120,592,536,56
2014-08-31,6121,590,530,60
2014-08-31,6122,465,446,19
2014-08-31,6123,817,718,99
2014-08-31,6124,1005,893,112
2014-08-31,6125,344,300,44
