date,start_station_code,total_count,member_count,non_member_count
2016-11-30,5002,17,17,0
2016-11-30,5003,12,12,0
2016-11-30,5004,30,27,3
2016-11-30,5005,16,13,3
2016-11-30,5006,23,23,0
2016-11-30,5007,64,60,4
2016-11-30,6001,195,180,15
2016-11-30,6002,159,148,11
2016-11-30,6003,258,242,16
2016-11-30,6004,227,184,43
2016-11-30,6006,140,137,3
2016-11-30,6007,308,285,23
2016-11-30,6008,465,404,61
2016-11-30,6009,612,524,88
2016-11-30,6011,309,297,12
2016-11-30,6012,915,815,100
2016-11-30,6014,214,173,41
2016-11-30,6015,1024,910,114
2016-11-30,6016,67,47,20
2016-11-30,6017,175,170,5
2016-11-30,6018,454,422,32
2016-11-30,6019,595,535,60
2016-11-30,6021,726,675,51
2016-11-30,6022,340,329,11
2016-11-30,6023,342,238,104
2016-11-30,6024,292,274,18
2016-11-30,6025,185,155,30
2016-11-30,6026,337,174,163
2016-11-30,6027,602,546,56
2016-11-30,6029,132,111,21
2016-11-30,6031,199,158,41
2016-11-30,6032,300,249,51
2016-11-30,6033,106,101,5
2016-11-30,6034,638,560,78
2016-11-30,6035,163,127,36
2016-11-30,6036,349,215,134
2016-11-30,6037,264,240,24
2016-11-30,6038,367,330,37
2016-11-30,6039,385,327,58
2016-11-30,6040,310,277,33
2016-11-30,6041,553,515,38
2016-11-30,6042,639,615,24
2016-11-30,6043,474,441,33
2016-11-30,6044,754,722,32
2016-11-30,6046,708,663,45
2016-11-30,6047,545,496,49
2016-11-30,6048,398,386,12
2016-11-30,6049,486,462,24
2016-11-30,6050,376,230,146
2016-11-30,6051,71,67,4
2016-11-30,6052,490,424,66
2016-11-30,6053,301,285,16
2016-11-30,6057,574,553,21
2016-11-30,6058,444,403,41
2016-11-30,6059,2,2,0
2016-11-30,6060,485,453,32
2016-11-30,6061,547,480,67
2016-11-30,6064,1995,1777,218
2016-11-30,6065,454,375,79
2016-11-30,6066,433,398,35
2016-11-30,6067,754,690,64
2016-11-30,6068,195,168,27
