date,start_station_code,total_count,member_count,non_member_count
2018-07-31,4000,1435,1305,130
2018-07-31,4001,1427,487,940
2018-07-31,4002,1834,1536,298
2018-07-31,5002,117,75,42
2018-07-31,5003,63,44,19
2018-07-31,5004,102,72,30
2018-07-31,5005,170,103,67
2018-07-31,5006,156,117,39
2018-07-31,5007,548,428,120
2018-07-31,6001,2040,1618,422
2018-07-31,6002,1038,798,240
2018-07-31,6003,2488,1907,581
2018-07-31,6004,2105,1240,865
2018-07-31,6005,1629,1252,377
2018-07-31,6006,566,486,80
2018-07-31,6007,1489,1095,394
2018-07-31,6008,2083,1629,454
2018-07-31,6009,3664,2580,1084
2018-07-31,6011,2156,1754,402
2018-07-31,6012,5472,4095,1377
2018-07-31,6013,2833,2134,699
2018-07-31,6014,161,87,74
2018-07-31,6015,7474,5741,1733
2018-07-31,6016,375,267,108
2018-07-31,6017,917,813,104
2018-07-31,6018,2117,1781,336
2018-07-31,6019,4196,3601,595
2018-07-31,6020,828,593,235
2018-07-31,6021,3045,2456,589
2018-07-31,6022,1672,1447,225
2018-07-31,6023,5069,2682,2387
2018-07-31,6024,1302,1182,120
2018-07-31,6025,1190,619,571
2018-07-31,6026,6922,2406,4516
2018-07-31,6027,2456,2154,302
2018-07-31,6029,786,700,86
2018-07-31,6031,1325,738,587
2018-07-31,6032,2609,1554,1055
2018-07-31,6033,346,300,46
2018-07-31,6034,2293,1618,675
2018-07-31,6035,697,532,165
2018-07-31,6036,5304,2242,3062
2018-07-31,6037,1728,1068,660
2018-07-31,6038,2676,2080,596
2018-07-31,6039,2377,1747,630
2018-07-31,6040,1646,1067,579
2018-07-31,6041,2356,2005,351
2018-07-31,6042,2200,1934,266
2018-07-31,6043,3689,3172,517
2018-07-31,6044,986,862,124
2018-07-31,6046,3088,2805,283
2018-07-31,6047,1620,1350,270
2018-07-31,6048,1225,1104,121
2018-07-31,6049,2495,2280,215
2018-07-31,6050,5045,2393,2652
2018-07-31,6051,639,609,30
2018-07-31,6052,4803,3082,1721
2018-07-31,6053,1134,1024,110
2018-07-31,6057,2669,2108,561
2018-07-31,6058,2252,1882,370
2018-07-31,6059,1970,1650,320
2018-07-31,6060,640,516,124
2018-07-31,6061,2878,2372,506
2018-07-31,6062,2236,1677,559
2018-07-31,6063,3205,2588,617
2018-07-31,6064,7676,6517,1159
2018-07-31,6065,2317,1830,487
2018-07-31,6066,1102,595,507
2018-07-31,6067,3913,3403,510
2018-07-31,6068,1323,1016,307
2018-07-31,6070,4197,3528,669
2018-07-31,6072,2292,1945,347
2018-07-31,6073,4184,3499,685
2018-07-31,6075,1157,879,278
2018-07-31,6076,471,430,41
2018-07-31,6078,1746,1159,587
2018-07-31,6079,1968,1636,332
2018-07-31,6080,2217,1905,312
2018-07-31,6081,2842,2161,681
2018-07-31,6082,623,549,74
2018-07-31,6083,2260,1819,441
2018-07-31,6084,907,660,247
2018-07-31,6085,2464,2040,424
2018-07-31,6086,630,522,108
2018-07-31,6087,2947,2457,490
2018-07-31,6088,1627,1335,292
2018-07-31,6089,1145,1046,99
2018-07-31,6090,362,218,144
2018-07-31,6091,1404,1175,229
2018-07-31,6092,2920,2320,600
2018-07-31,6093,1151,948,203
2018-07-31,6094,1434,1304,130
2018-07-31,6095,3175,2764,411
2018-07-31,6096,1634,1456,178
2018-07-31,6097,2127,1707,420
2018-07-31,6098,2089,1597,492
2018-07-31,6099,2740,1927,813
