date,start_station_code,total_count,member_count,non_member_count
2018-04-30,4000,347,314,33
2018-04-30,4001,143,128,15
2018-04-30,4002,373,340,33
2018-04-30,5002,11,10,1
2018-04-30,5003,13,12,1
2018-04-30,5004,23,21,2
2018-04-30,5005,30,22,8
2018-04-30,5006,38,32,6
2018-04-30,5007,123,107,16
2018-04-30,6001,411,345,66
2018-04-30,6002,243,215,28
2018-04-30,6003,409,356,53
2018-04-30,6004,500,375,125
2018-04-30,6005,449,377,72
2018-04-30,6006,222,203,19
2018-04-30,6007,388,333,55
2018-04-30,6008,544,457,87
2018-04-30,6009,548,460,88
2018-04-30,6011,513,470,43
2018-04-30,6012,1423,1232,191
2018-04-30,6013,324,279,45
2018-04-30,6014,751,597,154
2018-04-30,6015,1625,1421,204
2018-04-30,6016,78,54,24
2018-04-30,6017,235,223,12
2018-04-30,6018,533,479,54
2018-04-30,6019,947,855,92
2018-04-30,6020,559,474,85
2018-04-30,6021,722,652,70
2018-04-30,6023,792,508,284
2018-04-30,6024,237,212,25
2018-04-30,6025,280,197,83
2018-04-30,6026,879,341,538
2018-04-30,6027,597,512,85
2018-04-30,6029,183,165,18
2018-04-30,6031,295,236,59
2018-04-30,6032,490,333,157
2018-04-30,6033,128,114,14
2018-04-30,6034,324,272,52
2018-04-30,6035,135,113,22
2018-04-30,6036,995,490,505
2018-04-30,6038,663,557,106
2018-04-30,6039,618,519,99
2018-04-30,6040,464,393,71
2018-04-30,6041,650,569,81
2018-04-30,6042,818,774,44
2018-04-30,6043,713,656,57
2018-04-30,6044,1100,1051,49
2018-04-30,6046,846,788,58
2018-04-30,6047,616,536,80
2018-04-30,6048,415,391,24
2018-04-30,6049,845,814,31
2018-04-30,6050,789,428,361
2018-04-30,6051,199,184,15
2018-04-30,6052,937,646,291
2018-04-30,6053,320,298,22
2018-04-30,6057,734,654,80
2018-04-30,6058,451,404,47
2018-04-30,6059,591,494,97
2018-04-30,6060,243,202,41
2018-04-30,6061,666,605,61
2018-04-30,6062,430,351,79
2018-04-30,6063,649,566,83
2018-04-30,6064,1746,1535,211
2018-04-30,6065,533,432,101
2018-04-30,6066,317,214,103
2018-04-30,6067,1040,929,111
2018-04-30,6068,397,327,70
2018-04-30,6070,1625,1445,180
2018-04-30,6072,521,470,51
2018-04-30,6073,949,827,122
2018-04-30,6075,365,313,52
2018-04-30,6076,98,85,13
2018-04-30,6078,501,426,75
2018-04-30,6079,658,592,66
2018-04-30,6080,415,352,63
2018-04-30,6081,189,138,51
2018-04-30,6082,194,182,12
2018-04-30,6083,620,548,72
2018-04-30,6085,678,572,106
2018-04-30,6086,181,166,15
2018-04-30,6087,802,697,105
2018-04-30,6089,366,346,20
2018-04-30,6090,419,387,32
2018-04-30,6091,358,307,51
2018-04-30,6092,545,455,90
2018-04-30,6093,497,424,73
2018-04-30,6094,475,454,21
2018-04-30,6095,1009,886,123
2018-04-30,6096,294,267,27
2018-04-30,6097,404,319,85
2018-04-30,6098,532,468,64
2018-04-30,6099,471,330,141
2018-04-30,6100,2560,2238,322
2018-04-30,6101,398,378,20
2018-04-30,6102,436,392,44
2018-04-30,6103,213,201,12
2018-04-30,6104,711,652,59
2018-04-30,6105,426,414,12
2018-04-30,6106,189,141,48
2018-04-30,6107,874,742,132
2018-04-30,6108,325,297,28
2018-04-30,6109,91,17,74
2018-04-30,6110,219,201,18
2018-04-30,6111,302,273,29
2018-04-30,6112,831,730,101
2018-04-30,6113,609,551,58
2018-04-30,6114,980,890,90
2018-04-30,6115,208,191,17
2018-04-30,6116,550,495,55
2018-04-30,6117,321,301,20
2018-04-30,6118,588,529,59
2018-04-30,6119,661,593,68
2018-04-30,6120,568,523,45
2018-04-30,6121,24,24,0
2018-04-30,6122,82,69,13
2018-04-30,6123,213,198,15
2018-04-30,6124,331,302,29
2018-04-30,6125,140,111,29
2018-04-30,6126,339,301,38
2018-04-30,6127,400,367,33
2018-04-30,6128,101,88,13
2018-04-30,6129,622,559,63
2018-04-30,6130,303,275,28
2018-04-30,6131,713,621,92
2018-04-30,6132,389,348,41
2018-04-30,6133,340,303,37
2018-04-30,6134,429,371,58
2018-04-30,6136,1879,1762,117
2018-04-30,6137,839,754,85
2018-04-30,6138,529,489,40
2018-04-30,6140,954,843,111
2018-04-30,6141,542,471,71
2018-04-30,6142,699,585,114
2018-04-30,6143,911,731,180
2018-04-30,6145,548,427,121
2018-04-30,6146,464,400,64
2018-04-30,6147,833,759,74
2018-04-30,6148,796,715,81
2018-04-30,6149,401,368,33
2018-04-30,6150,687,620,67
2018-04-30,6151,773,696,77
2018-04-30,6152,1031,940,91
2018-04-30,6153,366,326,40
2018-04-30,6154,1771,1632,139
2018-04-30,6155,1474,1308,166
2018-04-30,6156,676,602,74
2018-04-30,6157,1077,921,156
2018-04-30,6158,745,697,48
2018-04-30,6159,468,425,43
2018-04-30,6160,629,585,44
2018-04-30,6161,415,395,20
2018-04-30,6162,209,193,16
2018-04-30,6163,1094,965,129
2018-04-30,6164,1006,930,76
2018-04-30,6165,525,476,49
2018-04-30,6166,588,545,43
2018-04-30,6167,423,393,30
2018-04-30,6168,389,372,17
2018-04-30,6169,1209,1068,141
2018-04-30,6170,479,432,47
2018-04-30,6171,301,255,46
2018-04-30,6173,1090,979,111
2018-04-30,6174,1059,932,127
2018-04-30,6175,959,872,87
2018-04-30,6176,806,724,82
2018-04-30,6177,653,517,136
2018-04-30,6178,918,815,103
2018-04-30,6179,837,705,132
2018-04-30,6180,391,327,64
2018-04-30,6181,1202,1040,162
2018-04-30,6182,484,418,66
2018-04-30,6183,726,618,108
2018-04-30,6184,2151,1903,248
2018-04-30,6185,193,171,22
