date,start_station_code,total_count
2022-09-30,6270.0,514
2022-09-30,6271.0,815
2022-09-30,6272.0,1550
2022-09-30,6276.0,3847
2022-09-30,6277.0,3714
2022-09-30,6278.0,4948
2022-09-30,6279.0,3569
2022-09-30,6280.0,1531
2022-09-30,6281.0,2490
2022-09-30,6301.0,1307
2022-09-30,6305.0,1881
2022-09-30,6306.0,1930
2022-09-30,6307.0,8715
2022-09-30,6309.0,4922
2022-09-30,6310.0,4936
2022-09-30,6311.0,4824
2022-09-30,6312.0,4180
2022-09-30,6313.0,5101
2022-09-30,6314.0,7065
2022-09-30,6315.0,1868
2022-09-30,6316.0,4278
2022-09-30,6321.0,1387
2022-09-30,6322.0,495
2022-09-30,6324.0,1050
2022-09-30,6327.0,2774
2022-09-30,6328.0,2071
2022-09-30,6329.0,5677
2022-09-30,6331.0,6782
2022-09-30,6332.0,2005
2022-09-30,6333.0,5786
2022-09-30,6334.0,6437
2022-09-30,6335.0,3958
2022-09-30,6336.0,1823
2022-09-30,6338.0,724
2022-09-30,6339.0,1292
2022-09-30,6340.0,952
2022-09-30,6343.0,1059
2022-09-30,6344.0,2040
2022-09-30,6346.0,845
2022-09-30,6347.0,1470
2022-09-30,6349.0,1173
2022-09-30,6350.0,1163
2022-09-30,6354.0,1441
2022-09-30,6355.0,7132
2022-09-30,6356.0,1052
2022-09-30,6357.0,732
2022-09-30,6358.0,3886
2022-09-30,6359.0,1548
2022-09-30,6360.0,1286
2022-09-30,6361.0,1495
2022-09-30,6362.0,1236
2022-09-30,6364.0,2744
2022-09-30,6366.0,6377
2022-09-30,6369.0,2388
2022-09-30,6370.0,1269
2022-09-30,6371.0,1555
2022-09-30,6372.0,3044
2022-09-30,6373.0,1956
2022-09-30,6374.0,2976
2022-09-30,6375.0,2820
2022-09-30,6377.0,4843
2022-09-30,6379.0,1325
2022-09-30,6380.0,1983
2022-09-30,6381.0,1848
2022-09-30,6384.0,1239
2022-09-30,6386.0,2371
2022-09-30,6387.0,5995
2022-09-30,6388.0,2961
2022-09-30,6389.0,799
2022-09-30,6391.0,1386
2022-09-30,6393.0,2311
2022-09-30,6394.0,4003
2022-09-30,6395.0,2612
2022-09-30,6396.0,6320
2022-09-30,6397.0,3222
2022-09-30,6398.0,4470
2022-09-30,6402.0,2395
2022-09-30,6403.0,1244
2022-09-30,6404.0,1476
2022-09-30,6405.0,790
2022-09-30,6406.0,1104
2022-09-30,6407.0,1200
2022-09-30,6411.0,3471
2022-09-30,6412.0,2707
2022-09-30,6414.0,4486
2022-09-30,6415.0,2011
2022-09-30,6416.0,1287
2022-09-30,6417.0,3305
2022-09-30,6418.0,1055
2022-09-30,6419.0,920
2022-09-30,6420.0,2026
2022-09-30,6422.0,1530
2022-09-30,6423.0,4211
2022-09-30,6425.0,4238
2022-09-30,6426.0,2897
2022-09-30,6427.0,2417
2022-09-30,6428.0,1565
2022-09-30,6429.0,4420
2022-09-30,6432.0,1646
2022-09-30,6433.0,1099
2022-09-30,6434.0,1250
2022-09-30,6435.0,1838
2022-09-30,6436.0,1586
2022-09-30,6501.0,891
2022-09-30,6502.0,1916
2022-09-30,6503.0,1255
2022-09-30,6504.0,1296
2022-09-30,6701.0,1542
2022-09-30,6702.0,1359
2022-09-30,6705.0,2126
2022-09-30,6707.0,1141
2022-09-30,6708.0,922
2022-09-30,6709.0,1825
2022-09-30,6710.0,907
2022-09-30,6711.0,978
2022-09-30,6712.0,811
2022-09-30,6713.0,2076
2022-09-30,6714.0,3197
2022-09-30,6715.0,4824
2022-09-30,6716.0,5304
2022-09-30,6717.0,3751
2022-09-30,6718.0,3615
2022-09-30,6720.0,1086
2022-09-30,6723.0,393
2022-09-30,6724.0,1169
2022-09-30,6725.0,1902
2022-09-30,6726.0,1310
2022-09-30,6727.0,139
2022-09-30,6728.0,1085
2022-09-30,6729.0,770
2022-09-30,6730.0,373
2022-09-30,6731.0,712
2022-09-30,6732.0,637
2022-09-30,6733.0,755
2022-09-30,6734.0,675
2022-09-30,6735.0,278
2022-09-30,6736.0,522
2022-09-30,6741.0,88
2022-09-30,6744.0,313
2022-09-30,6746.0,497
2022-09-30,6747.0,1440
2022-09-30,6749.0,431
2022-09-30,6750.0,97
2022-09-30,6752.0,856
2022-09-30,6753.0,827
2022-09-30,6754.0,1780
2022-09-30,6901,968
2022-09-30,6903.0,523
2022-09-30,6906.0,928
2022-09-30,6907.0,1740
2022-09-30,6908.0,1840
2022-09-30,6910.0,5495
2022-09-30,6916,1100
2022-09-30,6919.0,1981
2022-09-30,6921.0,971
2022-09-30,6924.0,2740
2022-09-30,6925,173
2022-09-30,6926.0,1409
2022-09-30,6929.0,1441
2022-09-30,6930.0,2687
2022-09-30,7000.0,632
2022-09-30,7001.0,4210
2022-09-30,7002.0,932
2022-09-30,7004.0,196
2022-09-30,7007.0,449
2022-09-30,7008.0,256
2022-09-30,7010.0,150
2022-09-30,7011.0,285
2022-09-30,7012.0,782
2022-09-30,7013.0,622
2022-09-30,7014.0,759
2022-09-30,7015.0,123
2022-09-30,7016.0,96
2022-09-30,7017.0,215
2022-09-30,7018.0,143
2022-09-30,7019.0,3500
2022-09-30,7020.0,1423
2022-09-30,7022.0,965
2022-09-30,7024.0,3778
2022-09-30,7028.0,551
2022-09-30,7029.0,663
2022-09-30,7030.0,3154
2022-09-30,7032.0,1593
2022-09-30,7033.0,2648
2022-09-30,7034.0,1297
2022-09-30,7035.0,1383
2022-09-30,7036.0,2176
2022-09-30,7037.0,4427
2022-09-30,7038.0,1966
2022-09-30,7039.0,3957
2022-09-30,7041.0,954
2022-09-30,7042.0,2157
2022-09-30,7043.0,1913
2022-09-30,7044.0,1508
2022-09-30,7046.0,1595
2022-09-30,7048.0,886
2022-09-30,7049.0,1810
2022-09-30,7050.0,1616
2022-09-30,7051.0,2199
2022-09-30,7052.0,1220
2022-09-30,7053.0,2778
2022-09-30,7054.0,3016
2022-09-30,7055.0,1817
2022-09-30,7056.0,2233
2022-09-30,7057.0,1700
2022-09-30,7058.0,1155
2022-09-30,7059.0,884
2022-09-30,7060.0,2916
2022-09-30,7061.0,2009
2022-09-30,7062.0,1425
2022-09-30,7063.0,1513
2022-09-30,7064.0,1097
2022-09-30,7065.0,1482
2022-09-30,7067.0,1750
2022-09-30,7068.0,788
2022-09-30,7069.0,1581
2022-09-30,7070.0,1282
2022-09-30,7071.0,4585
2022-09-30,7072.0,901
2022-09-30,7073.0,1297
2022-09-30,7074.0,1755
2022-09-30,7075.0,1386
2022-09-30,7076.0,3532
2022-09-30,7077.0,1283
2022-09-30,7078.0,1658
2022-09-30,7079.0,2974
2022-09-30,7080.0,1574
2022-09-30,7081.0,1646
2022-09-30,7082.0,3544
2022-09-30,7084.0,1649
2022-09-30,7086.0,2034
2022-09-30,7088.0,590
2022-09-30,7089.0,1508
2022-09-30,7092.0,1693
2022-09-30,7093.0,742
2022-09-30,7095.0,999
2022-09-30,7096.0,1842
2022-09-30,7097.0,1878
2022-09-30,7098.0,2618
2022-09-30,7099.0,2522
2022-09-30,7100.0,2018
2022-09-30,7101.0,516
2022-09-30,7102.0,3015
2022-09-30,7103.0,1778
2022-09-30,7104.0,843
2022-09-30,7106.0,601
2022-09-30,7107.0,3037
2022-09-30,7108.0,1427
2022-09-30,7109.0,2578
2022-09-30,7110.0,1089
2022-09-30,7111.0,1810
2022-09-30,7112.0,1134
2022-09-30,7114.0,607
2022-09-30,7115.0,1779
2022-09-30,7118.0,847
2022-09-30,7119.0,2515
2022-09-30,7120.0,937
2022-09-30,7121.0,913
2022-09-30,7123.0,1125
2022-09-30,7124.0,1001
2022-09-30,7125.0,1106
2022-09-30,7126.0,1175
2022-09-30,7127.0,1535
2022-09-30,7130.0,924
2022-09-30,7131.0,1368
2022-09-30,7132.0,1755
2022-09-30,7134.0,777
2022-09-30,9001.0,2416
2022-09-30,7134,653
2022-09-30,7137,1415
2022-09-30,7138,2045
2022-09-30,7142,1074
2022-09-30,7147,1031
2022-09-30,7148,1132
2022-09-30,7149,3622
2022-09-30,7152,2445
2022-09-30,8010,99
2022-09-30,8012,690
2022-09-30,8013,79
2022-09-30,8014,1727
2022-09-30,8017,1167
2022-09-30,8018,1217
2022-09-30,8019,44
2022-09-30,8020,285
2022-09-30,8022,3901
2022-09-30,8033,3462
2022-09-30,8036,1880
2022-09-30,8042,125
2022-09-30,8045,281
2022-09-30,8052,686
2022-09-30,8054,640
2022-09-30,8055,5216
2022-09-30,8056,667
2022-09-30,8067,2504
2022-09-30,8069,2840
2022-09-30,8074,4357
2022-09-30,8075,2410
2022-09-30,8079,3478
2022-09-30,8081,1350
2022-09-30,8083,1650
2022-09-30,8094,677
2022-09-30,8096,1621
2022-09-30,8099,1154
2022-09-30,8104,237
2022-09-30,8105,2165
2022-09-30,8106,1032
2022-09-30,8109,1069
2022-09-30,8121,3859
2022-09-30,8128,950
2022-09-30,8130,1794
2022-09-30,8139,1243
2022-09-30,8141,571
2022-09-30,8144,270
2022-09-30,8148,365
2022-09-30,8149,2444
2022-09-30,8150,939
2022-09-30,8188,695
2022-09-30,8192,3071
2022-09-30,8196,831
2022-09-30,8202,4346
2022-09-30,8207,1757
2022-09-30,9005,658
2022-09-30,9007,350
2022-09-30,9008,889
2022-09-30,9010,2177
2022-09-30,Test ECO5.1.1,3187
