date,start_station_code,total_count
2022-11-30,6247.0,1265
2022-11-30,6248.0,896
2022-11-30,6249.0,1287
2022-11-30,6251.0,1365
2022-11-30,6252.0,849
2022-11-30,6253.0,1364
2022-11-30,6254.0,1145
2022-11-30,6255.0,1372
2022-11-30,6257.0,766
2022-11-30,6258.0,775
2022-11-30,6260.0,4135
2022-11-30,6261.0,941
2022-11-30,6262.0,871
2022-11-30,6263.0,935
2022-11-30,6265.0,1816
2022-11-30,6266.0,736
2022-11-30,6267.0,941
2022-11-30,6268.0,840
2022-11-30,6269.0,1367
2022-11-30,6272.0,547
2022-11-30,6276.0,901
2022-11-30,6277.0,1281
2022-11-30,6278.0,1912
2022-11-30,6279.0,1066
2022-11-30,6280.0,472
2022-11-30,6281.0,868
2022-11-30,6301.0,580
2022-11-30,6305.0,644
2022-11-30,6306.0,616
2022-11-30,6307.0,3270
2022-11-30,6309.0,1830
2022-11-30,6310.0,2044
2022-11-30,6311.0,1618
2022-11-30,6312.0,1735
2022-11-30,6313.0,1746
2022-11-30,6314.0,2551
2022-11-30,6315.0,859
2022-11-30,6316.0,1618
2022-11-30,6321.0,488
2022-11-30,6324.0,367
2022-11-30,6327.0,937
2022-11-30,6328.0,807
2022-11-30,6329.0,2265
2022-11-30,6331.0,2396
2022-11-30,6332.0,780
2022-11-30,6333.0,1957
2022-11-30,6334.0,2317
2022-11-30,6335.0,1447
2022-11-30,6336.0,468
2022-11-30,6338.0,147
2022-11-30,6339.0,304
2022-11-30,6340.0,234
2022-11-30,6343.0,280
2022-11-30,6344.0,760
2022-11-30,6346.0,229
2022-11-30,6347.0,452
2022-11-30,6349.0,354
2022-11-30,6350.0,335
2022-11-30,6354.0,493
2022-11-30,6355.0,2227
2022-11-30,6356.0,325
2022-11-30,6357.0,212
2022-11-30,6358.0,1135
2022-11-30,6360.0,359
2022-11-30,6362.0,311
2022-11-30,6364.0,765
2022-11-30,6366.0,2120
2022-11-30,6369.0,614
2022-11-30,6370.0,478
2022-11-30,6371.0,379
2022-11-30,6372.0,1028
2022-11-30,6373.0,600
2022-11-30,6374.0,800
2022-11-30,6375.0,867
2022-11-30,6377.0,2078
2022-11-30,6379.0,272
2022-11-30,6380.0,855
2022-11-30,6381.0,647
2022-11-30,6384.0,327
2022-11-30,6386.0,680
2022-11-30,6387.0,1869
2022-11-30,6388.0,1147
2022-11-30,6391.0,570
2022-11-30,6393.0,767
2022-11-30,6394.0,1382
2022-11-30,6395.0,842
2022-11-30,6396.0,2056
2022-11-30,6398.0,1241
2022-11-30,6402.0,801
2022-11-30,6403.0,387
2022-11-30,6404.0,340
2022-11-30,6405.0,215
2022-11-30,6406.0,391
2022-11-30,6407.0,424
2022-11-30,6411.0,1163
2022-11-30,6412.0,976
2022-11-30,6414.0,1500
2022-11-30,6415.0,559
2022-11-30,6416.0,717
2022-11-30,6417.0,929
2022-11-30,6419.0,413
2022-11-30,6420.0,656
2022-11-30,6423.0,1189
2022-11-30,6425.0,1506
2022-11-30,6426.0,1142
2022-11-30,6427.0,826
2022-11-30,6428.0,554
2022-11-30,6429.0,1542
2022-11-30,6432.0,616
2022-11-30,6433.0,379
2022-11-30,6434.0,374
2022-11-30,6435.0,757
2022-11-30,6436.0,663
2022-11-30,6502.0,733
2022-11-30,6503.0,362
2022-11-30,6504.0,336
2022-11-30,6701.0,510
2022-11-30,6702.0,375
2022-11-30,6705.0,619
2022-11-30,6707.0,410
2022-11-30,6708.0,269
2022-11-30,6709.0,554
2022-11-30,6711.0,313
2022-11-30,6712.0,291
2022-11-30,6713.0,712
2022-11-30,6714.0,1104
2022-11-30,6715.0,1146
2022-11-30,6716.0,994
2022-11-30,6717.0,817
2022-11-30,6718.0,968
2022-11-30,6720.0,306
2022-11-30,6723.0,106
2022-11-30,6724.0,531
2022-11-30,6725.0,761
2022-11-30,6726.0,466
2022-11-30,6727.0,21
2022-11-30,6728.0,324
2022-11-30,6729.0,165
2022-11-30,6730.0,95
2022-11-30,6731.0,211
2022-11-30,6732.0,219
2022-11-30,6733.0,175
2022-11-30,6734.0,170
2022-11-30,6735.0,93
2022-11-30,6736.0,142
2022-11-30,6741.0,32
2022-11-30,6744.0,90
2022-11-30,6746.0,130
2022-11-30,6747.0,521
2022-11-30,6749.0,70
2022-11-30,6750.0,30
2022-11-30,6752.0,249
2022-11-30,6753.0,257
2022-11-30,6754.0,563
2022-11-30,6901.0,208
2022-11-30,6903.0,186
2022-11-30,6906.0,297
2022-11-30,6907.0,657
2022-11-30,6908.0,1060
2022-11-30,6910.0,1649
2022-11-30,6916.0,359
2022-11-30,6919.0,717
2022-11-30,6924.0,965
2022-11-30,6925.0,34
2022-11-30,6926.0,534
2022-11-30,6929.0,467
2022-11-30,6930.0,848
2022-11-30,7000.0,172
2022-11-30,7001.0,1251
2022-11-30,7002.0,185
2022-11-30,7004.0,31
2022-11-30,7007.0,141
2022-11-30,7008.0,68
2022-11-30,7010.0,46
2022-11-30,7011.0,64
2022-11-30,7012.0,256
2022-11-30,7013.0,124
2022-11-30,7014.0,166
2022-11-30,7015.0,31
2022-11-30,7016.0,24
2022-11-30,7017.0,69
2022-11-30,7018.0,36
2022-11-30,7019.0,911
2022-11-30,7020.0,301
2022-11-30,7022.0,347
2022-11-30,7024.0,1333
2022-11-30,7028.0,180
2022-11-30,7029.0,224
2022-11-30,7030.0,1146
2022-11-30,7032.0,581
2022-11-30,7033.0,834
2022-11-30,7034.0,382
2022-11-30,7035.0,624
2022-11-30,7036.0,686
2022-11-30,7037.0,1838
2022-11-30,7038.0,736
2022-11-30,7039.0,1428
2022-11-30,7041.0,304
2022-11-30,7042.0,734
2022-11-30,7043.0,676
2022-11-30,7044.0,578
2022-11-30,7046.0,518
2022-11-30,7048.0,318
2022-11-30,7049.0,628
2022-11-30,7050.0,644
2022-11-30,7051.0,840
2022-11-30,7052.0,455
2022-11-30,7053.0,813
2022-11-30,7054.0,1047
2022-11-30,7055.0,665
2022-11-30,7056.0,805
2022-11-30,7057.0,539
2022-11-30,7058.0,366
2022-11-30,7059.0,254
2022-11-30,7060.0,581
2022-11-30,9001.0,811
2022-11-30,4002,497
2022-11-30,7060,334
2022-11-30,7061,783
2022-11-30,7062,524
2022-11-30,7063,582
2022-11-30,7064,373
2022-11-30,7065,404
2022-11-30,7067,587
2022-11-30,7068,168
2022-11-30,7069,664
2022-11-30,7070,466
2022-11-30,7071,1771
2022-11-30,7072,332
2022-11-30,7073,509
2022-11-30,7074,548
2022-11-30,7075,433
2022-11-30,7076,1393
2022-11-30,7077,81
2022-11-30,7078,603
2022-11-30,7079,1171
2022-11-30,7080,490
2022-11-30,7081,671
2022-11-30,7082,1276
2022-11-30,7084,583
2022-11-30,7086,698
2022-11-30,7088,362
2022-11-30,7089,573
2022-11-30,7092,662
2022-11-30,7093,332
2022-11-30,7096,651
2022-11-30,7097,556
2022-11-30,7098,795
2022-11-30,7099,786
2022-11-30,7100,722
2022-11-30,7101,46
2022-11-30,7102,1182
2022-11-30,7103,660
2022-11-30,7104,249
2022-11-30,7106,145
2022-11-30,7107,1288
2022-11-30,7108,375
2022-11-30,7109,832
2022-11-30,7110,341
2022-11-30,7111,542
2022-11-30,7112,376
2022-11-30,7114,145
2022-11-30,7115,539
2022-11-30,7118,275
2022-11-30,7119,584
2022-11-30,7120,316
2022-11-30,7121,337
2022-11-30,7123,386
2022-11-30,7124,297
2022-11-30,7125,381
2022-11-30,7126,456
2022-11-30,7127,497
2022-11-30,7130,311
2022-11-30,7131,502
2022-11-30,7132,511
2022-11-30,7134,451
2022-11-30,7137,440
2022-11-30,7138,705
2022-11-30,7142,347
2022-11-30,7147,395
2022-11-30,7148,402
2022-11-30,7149,1350
2022-11-30,7152,574
2022-11-30,8010,32
2022-11-30,8012,178
2022-11-30,8013,4
2022-11-30,8014,486
2022-11-30,8017,400
2022-11-30,8018,437
2022-11-30,8019,8
2022-11-30,8020,65
2022-11-30,8022,1642
2022-11-30,8033,1195
2022-11-30,8036,629
2022-11-30,8042,35
2022-11-30,8045,96
2022-11-30,8052,197
2022-11-30,8055,1930
2022-11-30,8056,178
2022-11-30,8067,851
2022-11-30,8069,960
2022-11-30,8074,1321
2022-11-30,8075,868
2022-11-30,8079,1157
2022-11-30,8081,535
2022-11-30,8083,580
2022-11-30,8094,242
2022-11-30,8096,485
2022-11-30,8099,315
2022-11-30,8104,46
2022-11-30,8105,892
2022-11-30,8106,291
2022-11-30,8109,319
2022-11-30,8121,1395
2022-11-30,8128,314
2022-11-30,8130,648
2022-11-30,8139,450
2022-11-30,8141,162
2022-11-30,8144,66
2022-11-30,8148,90
2022-11-30,8149,913
2022-11-30,8150,350
2022-11-30,8188,204
2022-11-30,8196,351
2022-11-30,8202,730
2022-11-30,8207,577
2022-11-30,9005,237
2022-11-30,9007,110
2022-11-30,9008,230
2022-11-30,9010,826
2022-11-30,Test ECO5.1.1,912
