date,start_station_code,total_count
2022-10-31,6747.0,1117
2022-10-31,6749.0,302
2022-10-31,6750.0,73
2022-10-31,6752.0,636
2022-10-31,6753.0,615
2022-10-31,6754.0,1330
2022-10-31,6901.0,649
2022-10-31,6903.0,435
2022-10-31,6906.0,825
2022-10-31,6907.0,1616
2022-10-31,6908.0,2547
2022-10-31,6910.0,4344
2022-10-31,6916.0,904
2022-10-31,6919.0,1811
2022-10-31,6921.0,456
2022-10-31,6924.0,2341
2022-10-31,6925.0,91
2022-10-31,6926.0,1299
2022-10-31,6929.0,1138
2022-10-31,6930.0,2203
2022-10-31,7000.0,480
2022-10-31,7001.0,2991
2022-10-31,7002.0,566
2022-10-31,7004.0,105
2022-10-31,7007.0,267
2022-10-31,7008.0,202
2022-10-31,7010.0,109
2022-10-31,7011.0,172
2022-10-31,7012.0,615
2022-10-31,7013.0,407
2022-10-31,7014.0,537
2022-10-31,7015.0,78
2022-10-31,7016.0,61
2022-10-31,7017.0,157
2022-10-31,7018.0,117
2022-10-31,7019.0,2649
2022-10-31,7020.0,923
2022-10-31,7022.0,812
2022-10-31,7024.0,3383
2022-10-31,7028.0,544
2022-10-31,7029.0,586
2022-10-31,7030.0,2666
2022-10-31,7032.0,1465
2022-10-31,7033.0,2134
2022-10-31,7034.0,1015
2022-10-31,7035.0,1304
2022-10-31,7036.0,1971
2022-10-31,7037.0,4485
2022-10-31,7038.0,1917
2022-10-31,7039.0,3621
2022-10-31,7041.0,695
2022-10-31,7042.0,1882
2022-10-31,7043.0,1625
2022-10-31,7044.0,1467
2022-10-31,7046.0,1337
2022-10-31,7048.0,756
2022-10-31,7049.0,1623
2022-10-31,7050.0,1568
2022-10-31,7051.0,2061
2022-10-31,7052.0,1146
2022-10-31,7053.0,2286
2022-10-31,7054.0,2740
2022-10-31,7055.0,1711
2022-10-31,7056.0,2049
2022-10-31,7057.0,1436
2022-10-31,7058.0,989
2022-10-31,7059.0,708
2022-10-31,7060.0,2252
2022-10-31,7061.0,1867
2022-10-31,7062.0,1438
2022-10-31,7063.0,1379
2022-10-31,7064.0,931
2022-10-31,7065.0,1175
2022-10-31,7067.0,1541
2022-10-31,7068.0,337
2022-10-31,7069.0,1502
2022-10-31,7070.0,1154
2022-10-31,7071.0,4053
2022-10-31,7072.0,803
2022-10-31,7073.0,1242
2022-10-31,7074.0,1457
2022-10-31,7075.0,1098
2022-10-31,7076.0,3185
2022-10-31,7077.0,1091
2022-10-31,7078.0,1425
2022-10-31,7079.0,2753
2022-10-31,7080.0,1334
2022-10-31,7081.0,1631
2022-10-31,7082.0,3233
2022-10-31,7084.0,1473
2022-10-31,7086.0,1791
2022-10-31,7088.0,862
2022-10-31,7089.0,1378
2022-10-31,7092.0,1433
2022-10-31,7093.0,738
2022-10-31,7096.0,1443
2022-10-31,7097.0,1339
2022-10-31,7098.0,1975
2022-10-31,7099.0,1876
2022-10-31,7100.0,1722
2022-10-31,7101.0,466
2022-10-31,7102.0,2705
2022-10-31,7103.0,1741
2022-10-31,7104.0,671
2022-10-31,7106.0,403
2022-10-31,7107.0,2779
2022-10-31,7108.0,1113
2022-10-31,7109.0,2113
2022-10-31,7110.0,951
2022-10-31,7111.0,1437
2022-10-31,7112.0,955
2022-10-31,7114.0,424
2022-10-31,7115.0,1476
2022-10-31,7118.0,744
2022-10-31,7119.0,1642
2022-10-31,7120.0,731
2022-10-31,7121.0,775
2022-10-31,7123.0,1074
2022-10-31,7124.0,762
2022-10-31,7125.0,943
2022-10-31,7126.0,990
2022-10-31,7127.0,1257
2022-10-31,7130.0,730
2022-10-31,7131.0,1130
2022-10-31,7132.0,1464
2022-10-31,7134.0,1023
2022-10-31,7137.0,1284
2022-10-31,7138.0,1733
2022-10-31,7142.0,852
2022-10-31,7147.0,921
2022-10-31,7148.0,911
2022-10-31,7149.0,3359
2022-10-31,7152.0,1684
2022-10-31,8010.0,85
2022-10-31,8012.0,534
2022-10-31,8013.0,30
2022-10-31,8014.0,1289
2022-10-31,8017.0,1022
2022-10-31,8018.0,1032
2022-10-31,8019.0,48
2022-10-31,8020.0,222
2022-10-31,8033.0,2861
2022-10-31,8036.0,1614
2022-10-31,8042.0,114
2022-10-31,8045.0,195
2022-10-31,8052.0,540
2022-10-31,8055.0,4497
2022-10-31,8056.0,450
2022-10-31,8067.0,1919
2022-10-31,8069.0,2511
2022-10-31,8074.0,3496
2022-10-31,8075.0,2139
2022-10-31,8079.0,183
2022-10-31,8081.0,1142
2022-10-31,9001.0,1868
2022-10-31,8022,3546
2022-10-31,8079,2928
2022-10-31,8083,1522
2022-10-31,8094,550
2022-10-31,8096,1181
2022-10-31,8099,1036
2022-10-31,8104,106
2022-10-31,8105,1880
2022-10-31,8106,769
2022-10-31,8109,844
2022-10-31,8121,3505
2022-10-31,8128,843
2022-10-31,8130,1583
2022-10-31,8139,1221
2022-10-31,8141,404
2022-10-31,8144,194
2022-10-31,8148,281
2022-10-31,8149,2210
2022-10-31,8150,918
2022-10-31,8188,563
2022-10-31,8196,750
2022-10-31,8202,2952
2022-10-31,8207,1446
2022-10-31,9005,610
2022-10-31,9007,251
2022-10-31,9008,675
2022-10-31,9010,1934
2022-10-31,Test ECO5.1.1,2396
