date,start_station_code,total_count,member_count,non_member_count
2022-07-31,4002.0,1547,1384,163
2022-07-31,5002.0,1502,1201,301
2022-07-31,5003.0,824,671,153
2022-07-31,5004.0,1677,1351,326
2022-07-31,5006.0,4412,3334,1078
2022-07-31,5007.0,957,728,229
2022-07-31,6009,270,191,79
2022-07-31,6013,2651,2223,428
2022-07-31,6017,674,579,95
2022-07-31,6021.0,558,373,185
2022-07-31,6022,1293,1051,242
2022-07-31,6039,4635,3995,640
2022-07-31,6044,2532,2151,381
2022-07-31,6048,4602,3947,655
2022-07-31,6066.0,1676,1210,466
2022-07-31,6068,603,508,95
2022-07-31,6083,564,406,158
2022-07-31,6088,3176,2490,686
2022-07-31,6089,118,94,24
2022-07-31,6090,239,164,75
2022-07-31,6093,844,755,89
2022-07-31,6094,909,782,127
2022-07-31,6095,5474,4733,741
2022-07-31,6097,840,722,118
2022-07-31,6103,2940,2562,378
2022-07-31,6110,1642,1433,209
2022-07-31,6111,1743,1514,229
2022-07-31,6134,3000,2449,551
2022-07-31,6136,3173,2740,433
2022-07-31,6138,1179,1045,134
2022-07-31,6140,2335,2009,326
2022-07-31,6141,1525,1324,201
2022-07-31,6142,1194,1055,139
2022-07-31,6143,1407,1262,145
2022-07-31,6145,4346,3745,601
2022-07-31,6146,2295,1985,310
2022-07-31,6147,1727,1527,200
2022-07-31,6148,1978,1676,302
2022-07-31,6149,2599,2183,416
2022-07-31,6152,1780,1600,180
2022-07-31,6153,2330,1931,399
2022-07-31,6154,2909,2506,403
2022-07-31,6155,2550,2240,310
2022-07-31,6156,1733,1436,297
2022-07-31,6157,943,839,104
2022-07-31,6158,4423,3808,615
2022-07-31,6159,2989,2646,343
2022-07-31,6161,821,711,110
2022-07-31,6162,852,753,99
2022-07-31,6165,485,428,57
2022-07-31,6166,849,733,116
2022-07-31,6167,8590,7251,1339
2022-07-31,6168,4972,4114,858
2022-07-31,6169,7186,5950,1236
2022-07-31,6170,1971,1690,281
2022-07-31,6171,3702,3219,483
2022-07-31,6173,9377,8107,1270
2022-07-31,6175,5832,5012,820
2022-07-31,6176,1530,1341,189
2022-07-31,6177,2005,1752,253
2022-07-31,6179,3719,3316,403
2022-07-31,6180,2669,2265,404
2022-07-31,6181,2135,1819,316
2022-07-31,6182,1694,1442,252
2022-07-31,6183,1965,1672,293
2022-07-31,6184,1444,1296,148
2022-07-31,6185,1367,1019,348
2022-07-31,6186,883,738,145
2022-07-31,6187,1555,1268,287
2022-07-31,6188,674,585,89
2022-07-31,6189,1358,1213,145
2022-07-31,6190,1761,1527,234
2022-07-31,6191,849,753,96
2022-07-31,6192,1509,1290,219
2022-07-31,6193,1200,1028,172
2022-07-31,6196,1274,1088,186
2022-07-31,6197,947,855,92
2022-07-31,6199,2640,2303,337
2022-07-31,6201,1541,1293,248
2022-07-31,6203,1669,1318,351
2022-07-31,6205,1445,1247,198
2022-07-31,6206,1440,1240,200
2022-07-31,6207,1673,1437,236
2022-07-31,6208,2428,2123,305
2022-07-31,6209,6253,5570,683
2022-07-31,6210,2721,2377,344
2022-07-31,6211,1339,1146,193
2022-07-31,6213,4116,3452,664
2022-07-31,6216,9039,7788,1251
2022-07-31,6217,1690,1428,262
2022-07-31,6218.0,2994,2219,775
2022-07-31,6219,3419,2988,431
2022-07-31,6220.0,2163,1821,342
2022-07-31,6221.0,4818,4076,742
2022-07-31,6224.0,1498,1307,191
2022-07-31,6225.0,835,725,110
2022-07-31,6226.0,737,653,84
2022-07-31,6227.0,1090,939,151
2022-07-31,6228,1347,1159,188
2022-07-31,6229.0,1871,1601,270
2022-07-31,6230.0,1151,990,161
2022-07-31,6232,2521,2143,378
2022-07-31,6233,1764,1512,252
2022-07-31,6235.0,1171,966,205
2022-07-31,6236.0,651,541,110
2022-07-31,6237.0,696,557,139
2022-07-31,6240.0,6231,4920,1311
2022-07-31,6241.0,4560,3749,811
2022-07-31,6243.0,5700,4739,961
2022-07-31,6245.0,3577,2885,692
2022-07-31,6246.0,9238,7877,1361
2022-07-31,6247.0,3571,2940,631
2022-07-31,6248.0,2209,1825,384
2022-07-31,6249.0,3669,3057,612
2022-07-31,6251.0,3328,2856,472
2022-07-31,6252.0,2707,2269,438
2022-07-31,6253.0,4872,4094,778
2022-07-31,6254.0,3651,3059,592
2022-07-31,6255.0,4195,3453,742
2022-07-31,6257.0,2873,2410,463
2022-07-31,6258.0,3577,2967,610
2022-07-31,6259.0,2564,2153,411
2022-07-31,6260.0,15086,12753,2333
2022-07-31,6261.0,2507,2147,360
2022-07-31,6262.0,3326,2639,687
2022-07-31,6263.0,3679,3165,514
2022-07-31,6265.0,5795,4767,1028
2022-07-31,6266,2601,2276,325
2022-07-31,6267,2239,1931,308
2022-07-31,6268,2675,2368,307
2022-07-31,6269,3749,3254,495
2022-07-31,6270,2737,2374,363
2022-07-31,6271,2235,1942,293
2022-07-31,6272,1615,1394,221
2022-07-31,6276,5175,4095,1080
2022-07-31,6277,4651,4013,638
2022-07-31,6278,5541,4818,723
2022-07-31,6279,3756,3042,714
2022-07-31,6280.0,1721,1509,212
2022-07-31,6281.0,2320,1904,416
2022-07-31,6301.0,1430,1085,345
2022-07-31,6305.0,2190,1846,344
2022-07-31,6306.0,2734,1892,842
2022-07-31,6307.0,4672,4138,534
2022-07-31,6309.0,4155,3569,586
2022-07-31,6310.0,3163,2799,364
2022-07-31,6311.0,4857,4150,707
2022-07-31,6312.0,2927,2478,449
2022-07-31,6313.0,5066,4358,708
2022-07-31,6314.0,7428,6415,1013
2022-07-31,6315.0,7246,5796,1450
2022-07-31,6316.0,3195,2822,373
2022-07-31,6321.0,1794,1474,320
2022-07-31,6322.0,919,796,123
2022-07-31,6323.0,5798,4864,934
2022-07-31,6324.0,1328,1050,278
2022-07-31,6327.0,2318,1959,359
2022-07-31,6328.0,2933,2461,472
2022-07-31,6329.0,5282,4363,919
2022-07-31,6331.0,5940,4822,1118
2022-07-31,6332.0,1951,1642,309
2022-07-31,6333.0,5531,4605,926
2022-07-31,6334.0,5787,4803,984
2022-07-31,6335.0,3868,3141,727
2022-07-31,6336.0,1479,1246,233
2022-07-31,6338.0,1088,967,121
2022-07-31,6339.0,1649,1447,202
2022-07-31,6340.0,1332,1170,162
2022-07-31,6343.0,1106,942,164
2022-07-31,6344.0,2715,1924,791
2022-07-31,6346.0,754,627,127
2022-07-31,6347.0,1774,1490,284
2022-07-31,6349.0,1131,988,143
2022-07-31,6350.0,1116,952,164
2022-07-31,6354.0,1774,1539,235
2022-07-31,6355.0,8639,7679,960
2022-07-31,6356.0,1419,1189,230
2022-07-31,6357.0,891,786,105
2022-07-31,6358.0,4862,4324,538
2022-07-31,6359.0,3670,3190,480
2022-07-31,6360.0,1246,1089,157
2022-07-31,6361.0,4586,4024,562
