date,start_station_code,total_count,member_count,non_member_count
2019-09-30,4000,1426,1280,146
2019-09-30,4001,308,225,83
2019-09-30,4002,451,333,118
2019-09-30,5002,115,79,36
2019-09-30,5003,78,49,29
2019-09-30,5004,118,68,50
2019-09-30,5005,101,70,31
2019-09-30,5006,180,137,43
2019-09-30,5007,519,397,122
2019-09-30,6001,1500,1236,264
2019-09-30,6002,1163,975,188
2019-09-30,6003,1692,1430,262
2019-09-30,6004,1066,825,241
2019-09-30,6005,1802,1582,220
2019-09-30,6006,1037,899,138
2019-09-30,6007,996,768,228
2019-09-30,6008,1328,1093,235
2019-09-30,6009,2051,1585,466
2019-09-30,6011,1746,1617,129
2019-09-30,6012,3628,2876,752
2019-09-30,6013,1814,1536,278
2019-09-30,6014,1665,1383,282
2019-09-30,6015,4401,3647,754
2019-09-30,6016,294,234,60
2019-09-30,6017,1204,1054,150
2019-09-30,6018,1681,1462,219
2019-09-30,6019,3999,3501,498
2019-09-30,6020,2290,1819,471
2019-09-30,6021,2769,2369,400
2019-09-30,6022,1490,1311,179
2019-09-30,6023,3307,2025,1282
2019-09-30,6024,69,42,27
2019-09-30,6025,946,645,301
2019-09-30,6026,3577,1480,2097
2019-09-30,6027,2819,2436,383
2019-09-30,6029,626,570,56
2019-09-30,6031,865,571,294
2019-09-30,6032,1733,1121,612
2019-09-30,6033,573,498,75
2019-09-30,6035,892,726,166
2019-09-30,6036,3689,1715,1974
2019-09-30,6037,1451,1006,445
2019-09-30,6038,2343,1859,484
2019-09-30,6039,1896,1540,356
2019-09-30,6040,1626,1271,355
2019-09-30,6041,1611,1360,251
2019-09-30,6042,2038,1857,181
2019-09-30,6043,4210,3670,540
2019-09-30,6044,2567,2270,297
2019-09-30,6046,2902,2685,217
2019-09-30,6047,2677,2385,292
2019-09-30,6048,878,820,58
2019-09-30,6049,2172,2000,172
2019-09-30,6050,1199,1059,140
2019-09-30,6051,917,818,99
2019-09-30,6052,5278,3481,1797
2019-09-30,6053,3685,3030,655
2019-09-30,6057,2003,1781,222
