date,start_station_code,total_count,member_count,non_member_count
2019-05-31,4000,1315,1177,138
2019-05-31,4001,122,72,50
2019-05-31,4002,752,624,128
2019-05-31,5002,113,89,24
2019-05-31,5003,91,70,21
2019-05-31,5004,78,60,18
2019-05-31,5005,84,54,30
2019-05-31,5006,180,153,27
2019-05-31,5007,483,395,88
2019-05-31,6001,1392,1061,331
2019-05-31,6002,1167,976,191
2019-05-31,6003,1663,1413,250
2019-05-31,6004,1280,962,318
2019-05-31,6005,1822,1550,272
2019-05-31,6006,964,841,123
2019-05-31,6007,1133,878,255
2019-05-31,6008,1373,1158,215
2019-05-31,6009,1869,1369,500
2019-05-31,6011,1477,1304,173
2019-05-31,6012,3442,2758,684
2019-05-31,6013,1968,1546,422
2019-05-31,6014,1284,1074,210
2019-05-31,6015,4453,3606,847
2019-05-31,6016,297,225,72
2019-05-31,6017,1075,913,162
2019-05-31,6018,1507,1333,174
2019-05-31,6019,3754,3291,463
2019-05-31,6020,1398,1139,259
2019-05-31,6021,2641,2293,348
2019-05-31,6022,1391,1208,183
2019-05-31,6023,3472,1892,1580
2019-05-31,6024,1,0,1
2019-05-31,6025,924,609,315
2019-05-31,6026,4110,1526,2584
2019-05-31,6027,3251,2792,459
2019-05-31,6029,588,536,52
2019-05-31,6031,948,626,322
2019-05-31,6032,1563,956,607
2019-05-31,6033,525,457,68
2019-05-31,6034,1271,995,276
2019-05-31,6035,587,427,160
2019-05-31,6036,4350,1955,2395
2019-05-31,6037,1370,869,501
2019-05-31,6038,2198,1713,485
2019-05-31,6039,1875,1472,403
2019-05-31,6040,1087,738,349
2019-05-31,6041,1353,1194,159
2019-05-31,6042,1983,1830,153
2019-05-31,6043,3654,3225,429
2019-05-31,6044,1993,1783,210
2019-05-31,6046,2301,2114,187
2019-05-31,6047,1808,1525,283
2019-05-31,6048,1042,953,89
2019-05-31,6049,2173,1989,184
2019-05-31,6050,840,741,99
2019-05-31,6051,1086,974,112
2019-05-31,6052,4850,2943,1907
2019-05-31,6053,3802,3058,744
2019-05-31,6057,2093,1825,268
2019-05-31,6058,1748,1507,241
2019-05-31,6059,1525,1247,278
2019-05-31,6060,763,656,107
2019-05-31,6062,1753,1358,395
2019-05-31,6063,2189,1825,364
2019-05-31,6064,4229,3662,567
2019-05-31,6065,1736,1310,426
2019-05-31,6066,1086,686,400
2019-05-31,6067,1357,1154,203
2019-05-31,6068,254,202,52
2019-05-31,6070,4592,3898,694
2019-05-31,6072,1690,1506,184
2019-05-31,6073,4743,4112,631
2019-05-31,6075,886,721,165
2019-05-31,6076,456,393,63
2019-05-31,6079,2022,1693,329
2019-05-31,6080,3205,2680,525
2019-05-31,6081,782,650,132
2019-05-31,6082,499,422,77
2019-05-31,6083,3278,2817,461
2019-05-31,6084,1268,1004,264
2019-05-31,6085,1994,1704,290
2019-05-31,6086,45,24,21
2019-05-31,6087,2631,2285,346
2019-05-31,6088,1478,1235,243
2019-05-31,6089,1359,1268,91
2019-05-31,6090,1198,1073,125
2019-05-31,6091,1321,1069,252
2019-05-31,6092,1606,1156,450
2019-05-31,6093,788,669,119
2019-05-31,6094,1426,1295,131
2019-05-31,6095,2633,2190,443
2019-05-31,6096,857,756,101
2019-05-31,6097,1991,1529,462
2019-05-31,6098,1173,906,267
2019-05-31,6099,2453,1862,591
2019-05-31,6100,5978,4946,1032
2019-05-31,6101,1422,1259,163
2019-05-31,6102,1008,876,132
2019-05-31,6103,502,431,71
2019-05-31,6104,1850,1612,238
2019-05-31,6105,1349,1211,138
2019-05-31,6106,721,561,160
2019-05-31,6107,2104,1660,444
2019-05-31,6108,1199,1076,123
2019-05-31,6109,574,140,434
2019-05-31,6110,881,722,159
2019-05-31,6111,1077,967,110
2019-05-31,6112,2368,2002,366
2019-05-31,6113,1604,1419,185
2019-05-31,6114,3916,3180,736
2019-05-31,6115,475,389,86
2019-05-31,6116,1541,1365,176
2019-05-31,6118,1868,1661,207
2019-05-31,6119,1937,1679,258
2019-05-31,6120,1609,1422,187
2019-05-31,6121,694,601,93
2019-05-31,6122,473,398,75
2019-05-31,6123,713,623,90
2019-05-31,6124,1089,914,175
2019-05-31,6125,548,454,94
2019-05-31,6126,1009,895,114
2019-05-31,6127,1305,1133,172
2019-05-31,6128,485,430,55
2019-05-31,6129,1374,1210,164
2019-05-31,6130,800,719,81
2019-05-31,6131,2028,1758,270
2019-05-31,6132,1405,1265,140
2019-05-31,6133,1565,1361,204
2019-05-31,6134,1169,1037,132
2019-05-31,6136,6561,6048,513
2019-05-31,6137,2461,2208,253
2019-05-31,6138,2078,1836,242
2019-05-31,6139,1144,1033,111
2019-05-31,6140,2524,2197,327
2019-05-31,6141,1041,924,117
2019-05-31,6142,2446,1926,520
2019-05-31,6143,3082,2338,744
2019-05-31,6145,1780,1366,414
2019-05-31,6146,1830,1469,361
2019-05-31,6147,2402,2079,323
2019-05-31,6148,2806,2476,330
2019-05-31,6149,1259,1086,173
2019-05-31,6150,1779,1597,182
2019-05-31,6151,2039,1754,285
2019-05-31,6152,3043,2684,359
2019-05-31,6153,1326,1201,125
2019-05-31,6154,4347,3894,453
2019-05-31,6155,3500,3160,340
2019-05-31,6156,1959,1736,223
2019-05-31,6157,3216,2697,519
2019-05-31,6158,1614,1459,155
2019-05-31,6159,323,257,66
2019-05-31,6160,1497,1401,96
2019-05-31,6161,1226,1116,110
2019-05-31,6162,167,118,49
2019-05-31,6163,2914,2550,364
2019-05-31,6164,2163,1957,206
2019-05-31,6165,2625,2192,433
2019-05-31,6166,2172,1964,208
2019-05-31,6167,1146,1023,123
2019-05-31,6168,1245,1125,120
2019-05-31,6169,3521,3015,506
2019-05-31,6170,1582,1284,298
2019-05-31,6171,1160,979,181
2019-05-31,6173,3014,2542,472
2019-05-31,6174,2706,2295,411
2019-05-31,6175,2515,2243,272
2019-05-31,6176,2605,1964,641
2019-05-31,6177,2071,1693,378
2019-05-31,6178,2811,2348,463
2019-05-31,6179,1622,1381,241
2019-05-31,6180,1368,1087,281
2019-05-31,6181,2720,2266,454
2019-05-31,6182,1711,1446,265
2019-05-31,6183,2263,1917,346
2019-05-31,6184,5722,4977,745
2019-05-31,6185,633,575,58
2019-05-31,6186,2076,1850,226
2019-05-31,6187,2828,2420,408
2019-05-31,6188,1373,1225,148
2019-05-31,6189,605,521,84
2019-05-31,6190,3099,2882,217
2019-05-31,6191,1587,1306,281
2019-05-31,6192,1299,1213,86
2019-05-31,6193,2979,2532,447
2019-05-31,6194,3949,3285,664
2019-05-31,6195,2274,1985,289
2019-05-31,6196,2978,2498,480
2019-05-31,6197,1276,1129,147
2019-05-31,6198,652,584,68
2019-05-31,6199,2590,2196,394
2019-05-31,6200,2578,2102,476
2019-05-31,6201,2020,1775,245
2019-05-31,6202,2764,2396,368
2019-05-31,6203,2465,1958,507
2019-05-31,6204,2553,2077,476
2019-05-31,6205,2440,2046,394
2019-05-31,6206,3268,2778,490
2019-05-31,6207,1070,887,183
2019-05-31,6208,1640,1324,316
2019-05-31,6209,2937,2468,469
2019-05-31,6210,1008,885,123
2019-05-31,6211,3849,3106,743
2019-05-31,6212,2171,1648,523
2019-05-31,6213,2993,2458,535
2019-05-31,6214,551,462,89
2019-05-31,6215,1134,955,179
2019-05-31,6216,4081,2623,1458
2019-05-31,6217,2658,2221,437
2019-05-31,6218,1552,1253,299
2019-05-31,6219,1720,1531,189
2019-05-31,6220,2845,2441,404
2019-05-31,6221,4748,4061,687
2019-05-31,6222,1869,1521,348
2019-05-31,6223,2809,2057,752
2019-05-31,6224,1808,1511,297
2019-05-31,6225,1907,1602,305
2019-05-31,6226,568,518,50
2019-05-31,6227,3827,3113,714
2019-05-31,6228,978,780,198
2019-05-31,6229,1840,1588,252
2019-05-31,6230,2384,1991,393
2019-05-31,6231,2912,2404,508
2019-05-31,6232,536,390,146
2019-05-31,6233,2900,2280,620
2019-05-31,6234,1969,1526,443
2019-05-31,6235,1760,1606,154
2019-05-31,6236,1731,1533,198
2019-05-31,6237,1478,1331,147
2019-05-31,6240,508,424,84
2019-05-31,6241,1092,954,138
2019-05-31,6243,1842,1576,266
2019-05-31,6245,1192,1013,179
2019-05-31,6246,1503,1295,208
2019-05-31,6247,2848,2490,358
2019-05-31,6248,3964,3322,642
2019-05-31,6249,1552,1274,278
2019-05-31,6250,2345,1821,524
2019-05-31,6251,690,580,110
2019-05-31,6252,1216,1015,201
2019-05-31,6253,950,824,126
2019-05-31,6254,1648,1442,206
2019-05-31,6255,2035,1817,218
2019-05-31,6257,1018,891,127
2019-05-31,6258,2062,1777,285
2019-05-31,6259,1140,966,174
2019-05-31,6260,1295,1087,208
2019-05-31,6261,1175,1015,160
2019-05-31,6262,1075,922,153
2019-05-31,6263,556,490,66
2019-05-31,6264,929,837,92
2019-05-31,6265,1336,1226,110
2019-05-31,6266,584,529,55
2019-05-31,6267,1263,1105,158
2019-05-31,6268,1309,1152,157
2019-05-31,6269,553,495,58
2019-05-31,6270,971,862,109
2019-05-31,6272,873,761,112
2019-05-31,6273,793,724,69
2019-05-31,6274,1093,993,100
2019-05-31,6275,824,746,78
2019-05-31,6276,990,834,156
2019-05-31,6277,1385,1200,185
2019-05-31,6278,582,528,54
2019-05-31,6279,538,471,67
2019-05-31,6280,1874,1585,289
2019-05-31,6281,763,660,103
2019-05-31,6301,610,500,110
2019-05-31,6302,540,434,106
2019-05-31,6303,503,399,104
2019-05-31,6304,324,250,74
2019-05-31,6305,585,491,94
2019-05-31,6306,1401,1214,187
2019-05-31,6307,2082,1790,292
2019-05-31,6309,678,599,79
2019-05-31,6310,1646,1399,247
2019-05-31,6311,1074,954,120
2019-05-31,6312,569,429,140
2019-05-31,6313,1217,958,259
2019-05-31,6314,1614,1447,167
2019-05-31,6315,1957,1517,440
2019-05-31,6316,1181,836,345
2019-05-31,6321,2010,1651,359
2019-05-31,6322,657,589,68
2019-05-31,6323,429,401,28
2019-05-31,6324,591,522,69
2019-05-31,6327,865,776,89
2019-05-31,6328,982,867,115
2019-05-31,6329,621,549,72
2019-05-31,6330,597,522,75
2019-05-31,6331,585,517,68
2019-05-31,6332,680,612,68
2019-05-31,6333,511,449,62
2019-05-31,6334,1633,1514,119
2019-05-31,6335,521,456,65
2019-05-31,6336,789,710,79
2019-05-31,6338,668,598,70
2019-05-31,6339,762,663,99
2019-05-31,6340,748,679,69
2019-05-31,6341,969,887,82
2019-05-31,6343,858,794,64
2019-05-31,6344,1502,1257,245
2019-05-31,6345,359,282,77
2019-05-31,6346,574,510,64
2019-05-31,6347,622,541,81
2019-05-31,6349,802,695,107
2019-05-31,6350,1034,858,176
2019-05-31,6354,807,656,151
2019-05-31,6355,804,709,95
2019-05-31,6356,912,762,150
2019-05-31,6357,293,253,40
2019-05-31,6358,594,522,72
2019-05-31,6359,2209,1664,545
2019-05-31,6360,881,766,115
2019-05-31,6361,1112,976,136
2019-05-31,6362,865,772,93
2019-05-31,6363,565,487,78
2019-05-31,6364,1235,1074,161
2019-05-31,6366,692,516,176
2019-05-31,6367,714,605,109
2019-05-31,6368,1736,1429,307
2019-05-31,6369,774,589,185
2019-05-31,6370,931,833,98
2019-05-31,6371,1798,1496,302
2019-05-31,6372,2064,1681,383
2019-05-31,6373,941,832,109
2019-05-31,6374,1094,1002,92
2019-05-31,6375,1648,1459,189
2019-05-31,6376,437,389,48
2019-05-31,6377,986,912,74
2019-05-31,6379,728,647,81
2019-05-31,6380,735,647,88
2019-05-31,6381,1588,1404,184
2019-05-31,6383,808,648,160
2019-05-31,6384,614,565,49
2019-05-31,6385,1323,1194,129
2019-05-31,6386,1595,1364,231
2019-05-31,6387,1691,1493,198
2019-05-31,6388,649,567,82
2019-05-31,6389,1403,1228,175
2019-05-31,6391,1513,1350,163
2019-05-31,6393,1469,1317,152
2019-05-31,6394,1798,1600,198
2019-05-31,6395,1564,1278,286
2019-05-31,6396,2007,1641,366
2019-05-31,6397,1168,1048,120
2019-05-31,6398,792,710,82
2019-05-31,6401,1633,1418,215
2019-05-31,6402,1258,937,321
2019-05-31,6403,707,559,148
2019-05-31,6404,431,349,82
2019-05-31,6405,1361,1031,330
2019-05-31,6406,3045,1648,1397
2019-05-31,6407,307,252,55
2019-05-31,6408,1178,1110,68
2019-05-31,6409,304,273,31
2019-05-31,6410,935,869,66
2019-05-31,6411,3343,2713,630
2019-05-31,6412,503,440,63
2019-05-31,6413,557,469,88
2019-05-31,6414,530,445,85
2019-05-31,6415,533,443,90
2019-05-31,6416,626,538,88
2019-05-31,6417,579,520,59
2019-05-31,6418,153,101,52
2019-05-31,6419,338,242,96
2019-05-31,6420,704,514,190
2019-05-31,6421,1018,915,103
2019-05-31,6422,332,273,59
2019-05-31,6423,529,457,72
2019-05-31,6424,825,647,178
2019-05-31,6425,880,723,157
2019-05-31,6426,1607,1452,155
2019-05-31,6427,1449,1252,197
2019-05-31,6428,412,307,105
2019-05-31,6429,838,680,158
2019-05-31,6432,2103,1743,360
2019-05-31,6433,811,696,115
2019-05-31,6434,1686,1391,295
2019-05-31,6435,1036,784,252
2019-05-31,6436,645,507,138
2019-05-31,6501,1619,410,1209
2019-05-31,6502,684,277,407
2019-05-31,6503,1425,1232,193
2019-05-31,6504,573,193,380
2019-05-31,6700,610,511,99
2019-05-31,6701,1653,1260,393
2019-05-31,6702,432,362,70
2019-05-31,6703,1457,932,525
2019-05-31,6704,721,620,101
2019-05-31,6705,480,439,41
2019-05-31,6706,590,529,61
2019-05-31,6707,762,692,70
2019-05-31,6708,1318,1002,316
2019-05-31,6709,690,595,95
2019-05-31,6710,385,323,62
2019-05-31,6711,513,437,76
2019-05-31,6712,445,271,174
2019-05-31,6713,213,180,33
2019-05-31,6714,259,77,182
2019-05-31,6715,503,372,131
2019-05-31,6716,229,183,46
2019-05-31,6717,359,303,56
2019-05-31,6718,599,490,109
2019-05-31,6719,593,465,128
2019-05-31,6720,674,606,68
2019-05-31,6721,430,332,98
2019-05-31,6722,362,311,51
2019-05-31,6723,514,447,67
2019-05-31,6724,1643,1070,573
2019-05-31,6725,855,738,117
2019-05-31,6726,341,259,82
2019-05-31,6727,1867,1581,286
2019-05-31,6728,292,250,42
2019-05-31,6729,3095,2525,570
